Url,Song,Band
/lyric/474399/Edmond+Hall/I+Can%27t+Believe+That+You%27re+in+Love+With+Me+%5BAlternate+MST%5D,I Can't Believe That You're in Love With Me [Alternate MST],Edmond Hall
/lyric/474398/Edmond+Hall/It%27s+Been+So+Long+%5BAlternate+Take%5D,It's Been So Long [Alternate Take],Edmond Hall
/lyric/2212316/Ralph+Sutton/Between+the+Devil+and+the+Deep+Blue+Sea,Between the Devil and the Deep Blue Sea,Edmond Hall
artist/Ralph%20Sutton/7642,Ralph Sutton,Edmond Hall
/lyric/2212320/Ralph+Sutton/Keepin%27+Out+of+Mischief+Now,Keepin' Out of Mischief Now,Edmond Hall
artist/Ralph%20Sutton/7642,Ralph Sutton,Edmond Hall
/lyric/2212325/Edmond+Hall/Love+Is+Just+Around+the+Corner,Love Is Just Around the Corner,Edmond Hall
artist/Ralph%20Sutton%20Quartet/195816,Ralph Sutton Quartet,Edmond Hall
/lyric/2212311/Ralph+Sutton/St.+Louis+Blues,St. Louis Blues,Edmond Hall
artist/Ralph%20Sutton/7642,Ralph Sutton,Edmond Hall
/lyric/2212312/Ralph+Sutton/Sweet+and+Lovely,Sweet and Lovely,Edmond Hall
artist/Ralph%20Sutton/7642,Ralph Sutton,Edmond Hall
/lyric/3536028/Edmond+Hall/Do+You+Know+What+It+Means+to+Miss+New+Orleans%3F,Do You Know What It Means to Miss New Orleans?,Edmond Hall
/lyric/15462491/Bobby+Hackett/Way+Down+Yonder+in+New+Orleans,Way Down Yonder in New Orleans,Edmond Hall
artist/Bobby%20Hackett/6641,Bobby Hackett,Edmond Hall
/lyric/1605851/Edmond+Hall/Coquette,Coquette,Edmond Hall
/lyric/1605848/Edmond+Hall/The+Man+I+Love,The Man I Love,Edmond Hall
/lyric/1606332/Teddy+Wilson/Caravan,Caravan,Edmond Hall
artist/Teddy%20Wilson/7840,Teddy Wilson,Edmond Hall
/lyric/1606330/Teddy+Wilson/I+Want+to+Be+Happy,I Want to Be Happy,Edmond Hall
artist/Teddy%20Wilson/7840,Teddy Wilson,Edmond Hall
/lyric/5697960/Edmond+Hall/Exactly+Like+You,Exactly Like You,Edmond Hall
/lyric/5697959/Edmond+Hall/Stardust,Stardust,Edmond Hall
/lyric/9025563/Edmond+Hall/Carry+Me+Back+to+Old+Virginny,Carry Me Back to Old Virginny,Edmond Hall
/lyric/4518323/Freddy+Cole/East+of+the+Sun+%28And+West+of+the+Moon%29,East of the Sun (And West of the Moon),Edmonia Jarrett
artist/Freddy%20Cole/10330,Freddy Cole,Edmonia Jarrett
/lyric/4518310/Edmonia+Jarrett/In+Love+in+Vain,In Love in Vain,Edmonia Jarrett
/lyric/4518321/Edmonia+Jarrett/Speak+Low,Speak Low,Edmonia Jarrett
/lyric/4518314/Edmonia+Jarrett/You+Stepped+Out+of+a+Dream,You Stepped Out of a Dream,Edmonia Jarrett
/lyric/9319267/Edmund+Hockridge/My+Heart+Stood+Still,My Heart Stood Still,Edmund Hockridge
/lyric/9319273/Edmund+Hockridge/Some+Enchanted+Evening,Some Enchanted Evening,Edmund Hockridge
/lyric/7561256/Edmund+Hockridge/You+Don%27t+Have+to+Say+You+Love+Me,You Don't Have to Say You Love Me,Edmund Hockridge
/lyric/4590363/Sills%2C+Carol/Love+Is+Here+to+Stay,Love Is Here to Stay,Edmund Paul
artist/Sills%2C%20Carol/0,"Sills, Carol",Edmund Paul
/lyric/2320740/Edmundo+Ros/Heartaches,Heartaches,Edmundo Ros
/lyric/2320782/Edmundo+Ros/Frenesi,Frenesi,Edmundo Ros
/lyric/2320779/Edmundo+Ros/Misirlou,Misirlou,Edmundo Ros
/lyric/2320804/Edmundo+Ros/Ain%27t+Got+No,Ain't Got No,Edmundo Ros
/lyric/2320808/Edmundo+Ros/Aquarius,Aquarius,Edmundo Ros
/lyric/2320814/Edmundo+Ros/Donna,Donna,Edmundo Ros
/lyric/2320810/Edmundo+Ros/Easy+to+Be+Hard,Easy to Be Hard,Edmundo Ros
/lyric/2320812/Edmundo+Ros/Frank+Mills,Frank Mills,Edmundo Ros
/lyric/2320803/Edmundo+Ros/Good+Morning+Starshine,Good Morning Starshine,Edmundo Ros
/lyric/2320809/Edmundo+Ros/Hair,Hair,Edmundo Ros
/lyric/2320805/Edmundo+Ros/I+Got+Life,I Got Life,Edmundo Ros
/lyric/2320813/Edmundo+Ros/Let+the+Sunshine+In,Let the Sunshine In,Edmundo Ros
/lyric/2320811/Edmundo+Ros/Manchester+England,Manchester England,Edmundo Ros
/lyric/2320806/Edmundo+Ros/Where+Do+I+Go%3F,Where Do I Go?,Edmundo Ros
/lyric/2320826/Edmundo+Ros/Hey+Jude,Hey Jude,Edmundo Ros
/lyric/2320822/Edmundo+Ros/My+Cherie+Amour,My Cherie Amour,Edmundo Ros
/lyric/2320821/Edmundo+Ros/Up%2C+Up+and+Away,"Up, Up and Away",Edmundo Ros
/lyric/2320724/Edmundo+Ros/Blame+It+on+the+Bossa+Nova,Blame It on the Bossa Nova,Edmundo Ros
/lyric/2320722/Edmundo+Ros/The+Girl+from+Ipanema,The Girl from Ipanema,Edmundo Ros
/lyric/2320887/Edmundo+Ros/Old+Devil+Moon,Old Devil Moon,Edmundo Ros
/lyric/2320618/Edmundo+Ros/Wedding+Samba,Wedding Samba,Edmundo Ros
/lyric/2320796/Edmundo+Ros/Dream+a+Little+Dream+of+Me,Dream a Little Dream of Me,Edmundo Ros
/lyric/12341200/Edmundo+Ros/Some+Enchanted+Evening+%5BFrom+South+Pacific%5D,Some Enchanted Evening [From South Pacific],Edmundo Ros
/lyric/2320759/Edmundo+Ros/Cancion+Cabana+%28Cuba+Love+Song%29,Cancion Cabana (Cuba Love Song),Edmundo Ros
/lyric/2320764/Edmundo+Ros/It+Happened+in+Monterey,It Happened in Monterey,Edmundo Ros
/lyric/2320856/Edmundo+Ros/You+Are+the+Sunshine+of+My+Life,You Are the Sunshine of My Life,Edmundo Ros
/lyric/2320864/Edmundo+Ros/Dolores,Dolores,Edmundo Ros
/lyric/2320861/Edmundo+Ros/I%2C+Yi%2C+Yi%2C+Yi%2C+Yi+%28I+Like+You+Very+Much%29,"I, Yi, Yi, Yi, Yi (I Like You Very Much)",Edmundo Ros
/lyric/2320871/Edmundo+Ros/Dancing+Queen,Dancing Queen,Edmundo Ros
