Url,Song,Band
/lyric/4328599/Ruby+Jones/You+Better+Run,You Better Run,Ruby Jones
/lyric/3534608/Ruby+Murray/Danny+Boy,Danny Boy,Ruby Murray
/lyric/3534609/Ruby+Murray/Peggy+O%27Neil,Peggy O'Neil,Ruby Murray
/lyric/30633250/Ruby+Murray/It+Only+Hurts+for+a+Little+While,It Only Hurts for a Little While,Ruby Murray
/lyric/30633247/Ruby+Murray/True+Love,True Love,Ruby Murray
/lyric/7157209/Ruby+Page/Blue+Moon,Blue Moon,Ruby Page
/lyric/7157213/Ruby+Page/I%27m+in+the+Mood+for+Love,I'm in the Mood for Love,Ruby Page
/lyric/7157210/Ruby+Page/Lullaby+of+Birdland,Lullaby of Birdland,Ruby Page
/lyric/7157215/Ruby+Page/Try+a+Little+Tenderness,Try a Little Tenderness,Ruby Page
/lyric/24342813/Ruby+Paul/Close+to+You,Close to You,Ruby Paul
/lyric/17163498/Ruby+Ruby+Ruby/How+High+the+Moon,How High the Moon,Ruby Ruby Ruby
/lyric/17163491/Ruby+Ruby+Ruby/You+Go+to+My+Head,You Go to My Head,Ruby Ruby Ruby
/lyric/355953/Ruby+Starr/When+You+Walk+in+the+Room,When You Walk in the Room,Ruby Starr
/lyric/7267981/Ruby+Sunday/A+Foggy+Day,A Foggy Day,Ruby Sunday
/lyric/21131462/Ruby+Turner/If+You%27re+Ready+%28Come+Go+with+Me%29+%5BExtended+Version%5D+%5B%2A%5D%5BVersion%5D,If You're Ready (Come Go with Me) [Extended Version] [*][Version],Ruby Turner
/lyric/17329629/Four+Tops%2CThe/Baby+I+Need+Your+Loving+%5B%2A%5D,Baby I Need Your Loving [*],Ruby Turner
artist/Four%20Tops%2CThe/0,"Four Tops,The",Ruby Turner
/lyric/4403715/Ruby+Turner/Blue+Monday,Blue Monday,Ruby Turner
/lyric/25749112/Ruby+Turner/Get+Away+Jordan,Get Away Jordan,Ruby Turner
/lyric/4550976/Ruby+Wright/I%27ve+Got+a+Feelin%27+You%27re+Foolin%27,I've Got a Feelin' You're Foolin',Ruby Wright
/lyric/7837661/Rubyana/%27Round+Midnight,'Round Midnight,Rubyana
/lyric/5325671/Rubyblue/Run+Away,Run Away,Rubyblue
/lyric/5516748/Rubyhorse/Any+Day+Now,Any Day Now,Rubyhorse
/lyric/5516747/Rubyhorse/Sparkle,Sparkle,Rubyhorse
/lyric/7080397/Rubyhorse/A+Place+in+the+Sun,A Place in the Sun,Rubyhorse
/lyric/7080400/Rubyhorse/Underneath,Underneath,Rubyhorse
/lyric/11898034/Rude+Awakening/It%27s+Only+Money,It's Only Money,Rude Awakening
/lyric/6399235/Rude+Boy+Reggae+Band/Jammin,Jammin,Rude Boy Reggae Band
/lyric/6399242/Rude+Boy+Reggae+Band/Now+That+We+Found+Love,Now That We Found Love,Rude Boy Reggae Band
/lyric/11339368/Rude+Dog/Born+in+Chicago,Born in Chicago,Rude Dog
/lyric/1018019/Rude+Girls/Dimming+of+the+Day,Dimming of the Day,Rude Girls
/lyric/2206465/Rudi+Wilfer/On+the+Sunny+Side+of+the+Street,On the Sunny Side of the Street,Rudi Wilfer
/lyric/2206471/Karl+Ratzer/The+Shadow+of+Your+Smile,The Shadow of Your Smile,Rudi Wilfer
artist/Karl%20Ratzer/20086,Karl Ratzer,Rudi Wilfer
/lyric/2206473/Karl+Ratzer/You+Are+the+Sunshine+of+My+Life,You Are the Sunshine of My Life,Rudi Wilfer
artist/Karl%20Ratzer/20086,Karl Ratzer,Rudi Wilfer
/lyric/4009810/R%C3%BCdiger+Carl/Moonlight+Becomes+You,Moonlight Becomes You,Rüdiger Carl
/lyric/4009783/R%C3%BCdiger+Carl/Prelude+to+a+Kiss,Prelude to a Kiss,Rüdiger Carl
/lyric/28443027/Rudimental/Feel+the+Love,Feel the Love,Rudimental
/lyric/28758170/Rudimental/Feel+the+Love+%5BRudimental+Vip%5D,Feel the Love [Rudimental Vip],Rudimental
artist/John%20Newman/2699641,John Newman,Rudimental
/lyric/32134615/Rudimental/Never+Let+You+Go+%5BWeiss+Remix%5D,Never Let You Go [Weiss Remix],Rudimental
/lyric/28443376/Rudimental/Spoons,Spoons,Rudimental
/lyric/28903774/Rudimental/Not+Giving+In,Not Giving In,Rudimental
/lyric/28903772/Rudimental/Not+Giving+In+%5BLoadstar+Remix%5D,Not Giving In [Loadstar Remix],Rudimental
/lyric/29135926/Rudimental/Baby,Baby,Rudimental
artist/MNEK/2645904,MNEK,Rudimental
artist/Sinead%20Harnett/2783435,Sinead Harnett,Rudimental
/lyric/29135924/Rudimental/Free,Free,Rudimental
artist/Emeli%20Sand%C3%A9/2068588,Emeli Sandé,Rudimental
/lyric/29135921/Rudimental/Hell+Could+Freeze,Hell Could Freeze,Rudimental
artist/Angel%20Haze/2668735,Angel Haze,Rudimental
/lyric/29135922/Rudimental/Hide,Hide,Rudimental
artist/Sinead%20Harnett/2783435,Sinead Harnett,Rudimental
/lyric/29135930/Rudimental/Home,Home,Rudimental
/lyric/29135928/Rudimental/More+Than+Anything,More Than Anything,Rudimental
artist/Emeli%20Sand%C3%A9/2068588,Emeli Sandé,Rudimental
/lyric/29135929/Rudimental/Powerless,Powerless,Rudimental
artist/Becky%20Hill/2668807,Becky Hill,Rudimental
/lyric/29135932/Rudimental/Right+Here,Right Here,Rudimental
artist/Foxes/2721022,Foxes,Rudimental
/lyric/29135925/Rudimental/Waiting+All+Night,Waiting All Night,Rudimental
artist/Ella%20Eyre/2787630,Ella Eyre,Rudimental
/lyric/30462664/Rudimental/Give+You+Up,Give You Up,Rudimental
/lyric/32149872/Rudimental/Common+Emotion,Common Emotion,Rudimental
artist/MNEK/2645904,MNEK,Rudimental
/lyric/32072229/Rudimental/All+That+Love,All That Love,Rudimental
artist/Sinead%20Harnett/2783435,Sinead Harnett,Rudimental
artist/Will%20Heard/2833220,Will Heard,Rudimental
/lyric/32072232/Rudimental/Foreign+World,Foreign World,Rudimental
artist/Anne-Marie/3024696,Anne-Marie,Rudimental
artist/Anne-Marie%20Nicholson/3024697,Anne-Marie Nicholson,Rudimental
/lyric/32072233/Rudimental/Go+Far,Go Far,Rudimental
artist/Will%20Heard/2833220,Will Heard,Rudimental
/lyric/32072239/Rudimental/I+Will+for+Love,I Will for Love,Rudimental
artist/Will%20Heard/2833220,Will Heard,Rudimental
/lyric/32072227/Rudimental/Lay+It+All+on+Me,Lay It All on Me,Rudimental
artist/Ed%20Sheeran/2342870,Ed Sheeran,Rudimental
/lyric/32072236/Dizzee+Rascal/Love+Ain%27t+Just+a+Word,Love Ain't Just a Word,Rudimental
artist/Dizzee%20Rascal/568843,Dizzee Rascal,Rudimental
artist/Anne-Marie%20Nicholson/3024697,Anne-Marie Nicholson,Rudimental
/lyric/32072228/Rudimental/Needn%27t+Speak,Needn't Speak,Rudimental
artist/Lianne%20La%20Havas/2143898,Lianne La Havas,Rudimental
/lyric/32072238/Foy+Vance/Never+Let+You+Go,Never Let You Go,Rudimental
artist/Foy%20Vance/838332,Foy Vance,Rudimental
/lyric/32072226/Bobby+Womack/New+Day,New Day,Rudimental
artist/Bobby%20Womack/5864,Bobby Womack,Rudimental
/lyric/32072235/Rudimental/Rumour+Mill,Rumour Mill,Rudimental
artist/Will%20Heard/2833220,Will Heard,Rudimental
artist/Anne-Marie/3024696,Anne-Marie,Rudimental
artist/Anne-Marie%20Nicholson/3024697,Anne-Marie Nicholson,Rudimental
/lyric/32072231/Rudimental/Too+Cool,Too Cool,Rudimental
artist/Ella%20Eyre/2787630,Ella Eyre,Rudimental
/lyric/32072237/Rudimental/We+the+Generation,We the Generation,Rudimental
artist/Mahalia/2762201,Mahalia,Rudimental
artist/Mahalia%20Burkmar/3141001,Mahalia Burkmar,Rudimental
/lyric/32210512/Rudimental/Treading+on+Water,Treading on Water,Rudimental
artist/Will%20Heard/2833220,Will Heard,Rudimental
/lyric/33229187/Rudimental/Healing,Healing,Rudimental
/lyric/2197314/Rudimentary+Peni/Echo,Echo,Rudimentary Peni
/lyric/2197318/Rudimentary+Peni/From+the+Heart,From the Heart,Rudimentary Peni
/lyric/7119796/Rudimentary+Peni/Lost,Lost,Rudimentary Peni
