Url,Song,Band
/lyric/32667939/Lawson/Money+%5BAcoustic%5D,Money [Acoustic],Lawson
/lyric/29983005/Lawson/Brokenhearted+%5BAcoustic+Version%5D,Brokenhearted [Acoustic Version],Lawson
/lyric/29983012/Lawson/Juliet,Juliet,Lawson
/lyric/28088857/Lawson/Gone,Gone,Lawson
/lyric/28088851/Lawson/Learn+to+Love+Again,Learn to Love Again,Lawson
/lyric/28088858/Lawson/Standing+in+the+Dark,Standing in the Dark,Lawson
/lyric/28088850/Lawson/Stolen,Stolen,Lawson
/lyric/28088854/Lawson/Waterfall,Waterfall,Lawson
/lyric/28088848/Lawson/You+Didn%27t+Tell+Me,You Didn't Tell Me,Lawson
/lyric/27486311/Lawson/Taking+Over+Me+%5BWideboys+Remix%5D,Taking Over Me [Wideboys Remix],Lawson
/lyric/26773489/Lawson/Red+Sky+%5BAcoustic+Version%5D,Red Sky [Acoustic Version],Lawson
/lyric/26773492/Lawson/When+She+Was+Mine,When She Was Mine,Lawson
/lyric/26773490/Lawson/When+She+Was+Mine+%5BAcoustic+Version%5D,When She Was Mine [Acoustic Version],Lawson
/lyric/32223862/Lawson/Roads,Roads,Lawson
/lyric/1373657/Lay+Quiet+Awhile/Wait,Wait,Lay Quiet Awhile
/lyric/29096855/Laylow/%23Ouimonsieurjesais,#Ouimonsieurjesais,Laylow
artist/Sir%27Klo/2784171,Sir'Klo,Laylow
artist/Laylow%20x%20Sir%27Klo/2784176,Laylow x Sir'Klo,Laylow
/lyric/9116441/Ella+Fitzgerald/Isn%27t+This+a+Lovely+Day+%5BLayo+%26+Bushwacka%21+Remix%5D,Isn't This a Lovely Day [Layo & Bushwacka! Remix],Layo & Bushwacka!
artist/Ella%20Fitzgerald/6503,Ella Fitzgerald,Layo & Bushwacka!
artist/Louis%20Armstrong/52456,Louis Armstrong,Layo & Bushwacka!
/lyric/5600078/Layton+%26+Johnstone/Blue+Moon,Blue Moon,Layton & Johnstone
/lyric/5600060/Layton+%26+Johnstone/I+Can%27t+Give+You+Anything+But+Love,I Can't Give You Anything But Love,Layton & Johnstone
/lyric/5600065/Layton+%26+Johnstone/Little+White+Lies,Little White Lies,Layton & Johnstone
/lyric/5600062/Layton+%26+Johnstone/Singin%27+in+the+Rain,Singin' in the Rain,Layton & Johnstone
/lyric/5600068/Layton+%26+Johnstone/Time+on+My+Hands,Time on My Hands,Layton & Johnstone
/lyric/4981356/Lazarus/Once+Again,Once Again,Lazarus
/lyric/14124126/Lazarus+A.D./Absolute+Power,Absolute Power,Lazarus A.D.
/lyric/14124119/Lazarus+A.D./Damnation+for+the+Weak,Damnation for the Weak,Lazarus A.D.
/lyric/14124120/Lazarus+A.D./Every+Word+Unheard,Every Word Unheard,Lazarus A.D.
/lyric/14124125/Lazarus+A.D./Forged+in+Blood,Forged in Blood,Lazarus A.D.
/lyric/14124116/Lazarus+A.D./Last+Breath,Last Breath,Lazarus A.D.
/lyric/14124124/Lazarus+A.D./Lust,Lust,Lazarus A.D.
/lyric/14124117/Lazarus+A.D./Thou+Shall+Not+Fear,Thou Shall Not Fear,Lazarus A.D.
/lyric/14124128/Lazarus+A.D./Who+I+Really+Am,Who I Really Am,Lazarus A.D.
/lyric/16203247/Lazarus+A.D./Rebirth,Rebirth,Lazarus A.D.
/lyric/16203246/Lazarus+A.D./Revolution,Revolution,Lazarus A.D.
/lyric/22801066/Lazarus+A.D./American+Dreams,American Dreams,Lazarus A.D.
/lyric/22801063/Lazarus+A.D./Black+Rivers+Flow,Black Rivers Flow,Lazarus A.D.
/lyric/22801062/Lazarus+A.D./Casting+Forward,Casting Forward,Lazarus A.D.
/lyric/22801058/Lazarus+A.D./Eternal+Vengeance,Eternal Vengeance,Lazarus A.D.
/lyric/22801061/Lazarus+A.D./Light+a+City+%28Up+in+Smoke%29,Light a City (Up in Smoke),Lazarus A.D.
/lyric/22801064/Lazarus+A.D./The+Strong+Prevail,The Strong Prevail,Lazarus A.D.
/lyric/22801060/Lazarus+A.D./Through+Your+Eyes,Through Your Eyes,Lazarus A.D.
/lyric/22801065/Lazarus+A.D./The+Ultimate+Sacrifice,The Ultimate Sacrifice,Lazarus A.D.
/lyric/1255224/Lazlo+Bane/Overkill,Overkill,Lazlo Bane
/lyric/1279621/Lazlo+Bane/View+from+the+Pavement,View from the Pavement,Lazlo Bane
/lyric/7832054/Lazlo+Bane/Hold+Me,Hold Me,Lazlo Bane
/lyric/18089080/Lazlo+Bane/All+by+Myself,All by Myself,Lazlo Bane
/lyric/18089082/Lazlo+Bane/Mama+Told+Me+Not+to+Come,Mama Told Me Not to Come,Lazlo Bane
/lyric/15306835/Lazy/Another+Brick+in+the+Wall%2C+Pt.+2,"Another Brick in the Wall, Pt. 2",Lazy
/lyric/782393/Lazy+Lester/St.+Louis+Blues,St. Louis Blues,Lazy Lester
/lyric/89035/Lazy+Lester/I+Hear+You+Knockin%27,I Hear You Knockin',Lazy Lester
/lyric/89032/Lazy+Lester/Sugar+Coated+Love,Sugar Coated Love,Lazy Lester
/lyric/5145163/Lazy+Lester/Ya+Ya,Ya Ya,Lazy Lester
/lyric/7970187/Lazy+Preacher/Too+Much,Too Much,Lazy Preacher
/lyric/7745453/Lazyboy/Man+Woman+%28Yin+and+Yang%29,Man Woman (Yin and Yang),Lazyboy
/lyric/27567603/Lazyboy/The+Manual+%5BChapter+4%5D,The Manual [Chapter 4],Lazyboy
/lyric/7321284/Lazyboy/Are+You+Qualified%3F,Are You Qualified?,Lazyboy
/lyric/7321290/Lazyboy/Desiderata,Desiderata,Lazyboy
/lyric/7321285/Lazyboy/Facts+of+Life,Facts of Life,Lazyboy
/lyric/7321286/Lazyboy/Inhale+Positivity,Inhale Positivity,Lazyboy
/lyric/7321296/Lazyboy/Inhale+Positivity+%5BDVD+Track%5D,Inhale Positivity [DVD Track],Lazyboy
/lyric/7321293/Lazyboy/It%27s+All+About+Love.....,It's All About Love.....,Lazyboy
/lyric/7321289/Lazyboy/Man+Woman+%28Yin+%26+Yang%29,Man Woman (Yin & Yang),Lazyboy
/lyric/7321292/Lazyboy/The+Manual+%28Chapter+4%29,The Manual (Chapter 4),Lazyboy
/lyric/7321287/Lazyboy/This+Is+the+Truth,This Is the Truth,Lazyboy
/lyric/7321288/Lazyboy/Underwear+Goes+Inside+the+Pants,Underwear Goes Inside the Pants,Lazyboy
/lyric/7321294/Lazyboy/Underwear+Goes+Inside+the+Pants+%5BDVD+Track%5D,Underwear Goes Inside the Pants [DVD Track],Lazyboy
/lyric/7321291/Lazyboy/We+Only+Read+the+Headlines,We Only Read the Headlines,Lazyboy
/lyric/3428965/Poeme+Syncope/Jealous+Guy,Jealous Guy,lb
