Url,Song,Band
/lyric/1411531/Albert+Burbank/Careless+Love,Careless Love,Albert Burbank
artist/Raymond%20Burke/10243,Raymond Burke,Albert Burbank
/lyric/1411532/Albert+Burbank/St.+Louis+Blues,St. Louis Blues,Albert Burbank
artist/Raymond%20Burke/10243,Raymond Burke,Albert Burbank
/lyric/6135483/Albert+Burbank/When+I+Grow+Too+Old+to+Dream,When I Grow Too Old to Dream,Albert Burbank
/lyric/6625032/Albert+Carey+Project/Empty+Pages,Empty Pages,Albert Carey Project
/lyric/27827/Albert+Collins/Don%27t+Lose+Your+Cool,Don't Lose Your Cool,Albert Collins
/lyric/27826/Albert+Collins/Dyin%27+Flu,Dyin' Flu,Albert Collins
/lyric/27821/Albert+Collins/Frosty,Frosty,Albert Collins
/lyric/15411484/Albert+Collins/Trash+Talkin,Trash Talkin,Albert Collins
/lyric/885061/Albert+Collins/Hot+%27N+Cold,Hot 'N Cold,Albert Collins
/lyric/1073616/Albert+Collins/Blue+Monday+Hangover,Blue Monday Hangover,Albert Collins
/lyric/1073619/Albert+Collins/Brick,Brick,Albert Collins
/lyric/1073620/Albert+Collins/Don%27t+Go+Reaching+Across+My+Plate,Don't Go Reaching Across My Plate,Albert Collins
/lyric/1073621/Albert+Collins/Give+Me+My+Blues,Give Me My Blues,Albert Collins
/lyric/1073618/Albert+Collins/Highway+Is+Like+a+Woman,Highway Is Like a Woman,Albert Collins
/lyric/1073617/Albert+Collins/I+Got+a+Problem,I Got a Problem,Albert Collins
/lyric/1073615/Albert+Collins/If+You+Love+Me+Like+You+Say,If You Love Me Like You Say,Albert Collins
/lyric/1073622/Albert+Collins/Snowed+In,Snowed In,Albert Collins
/lyric/1074150/Albert+Collins/Angel+of+Mercy,Angel of Mercy,Albert Collins
/lyric/1074155/Albert+Collins/Cold+Cuts,Cold Cuts,Albert Collins
/lyric/1074153/Albert+Collins/Things+I+Used+to+Do,Things I Used to Do,Albert Collins
/lyric/1109413/Albert+Collins/But+I+Was+Cool,But I Was Cool,Albert Collins
/lyric/1109415/Albert+Collins/Ego+Trip,Ego Trip,Albert Collins
/lyric/1109408/Albert+Collins/Get+to+Gettin%27,Get to Gettin',Albert Collins
/lyric/1109414/Albert+Collins/Melt+Down,Melt Down,Albert Collins
/lyric/1109416/Albert+Collins/Quicksand,Quicksand,Albert Collins
/lyric/1109412/Albert+Collins/When+a+Guitar+Plays+the+Blues,When a Guitar Plays the Blues,Albert Collins
/lyric/1075735/Casey+Jones/All+About+My+Girl,All About My Girl,Albert Collins
artist/Casey%20Jones/399,Casey Jones,Albert Collins
artist/A.C.%20Reed/503,A.C. Reed,Albert Collins
artist/Icebreakers/18397,Icebreakers,Albert Collins
artist/Larry%20Burton/61205,Larry Burton,Albert Collins
artist/Johnny%20B.%20Gayden/79289,Johnny B. Gayden,Albert Collins
/lyric/1075731/Casey+Jones/If+Trouble+Was+Money,If Trouble Was Money,Albert Collins
artist/Casey%20Jones/399,Casey Jones,Albert Collins
artist/A.C.%20Reed/503,A.C. Reed,Albert Collins
artist/Icebreakers/18397,Icebreakers,Albert Collins
artist/Larry%20Burton/61205,Larry Burton,Albert Collins
artist/Johnny%20B.%20Gayden/79289,Johnny B. Gayden,Albert Collins
/lyric/1075733/Casey+Jones/Stormy+Monday,Stormy Monday,Albert Collins
artist/Casey%20Jones/399,Casey Jones,Albert Collins
artist/A.C.%20Reed/503,A.C. Reed,Albert Collins
artist/Icebreakers/18397,Icebreakers,Albert Collins
artist/Larry%20Burton/61205,Larry Burton,Albert Collins
artist/Johnny%20B.%20Gayden/79289,Johnny B. Gayden,Albert Collins
/lyric/1075730/Casey+Jones/Tired+Man,Tired Man,Albert Collins
artist/Casey%20Jones/399,Casey Jones,Albert Collins
artist/A.C.%20Reed/503,A.C. Reed,Albert Collins
artist/Icebreakers/18397,Icebreakers,Albert Collins
artist/Larry%20Burton/61205,Larry Burton,Albert Collins
artist/Johnny%20B.%20Gayden/79289,Johnny B. Gayden,Albert Collins
/lyric/2456762/Robert+Cray/The+Moon+Is+Full,The Moon Is Full,Albert Collins
artist/Robert%20Cray/320,Robert Cray,Albert Collins
artist/Johnny%20Copeland/65836,Johnny Copeland,Albert Collins
/lyric/26318779/Albert+Collins/Bending+Like+a+Willow+Tree,Bending Like a Willow Tree,Albert Collins
/lyric/2456302/Albert+Collins/Bending+Lika+a+Willow+Tree,Bending Lika a Willow Tree,Albert Collins
/lyric/2456301/Albert+Collins/Cash+Talkin%27+%28The+Workingman%27s+Blues%29,Cash Talkin' (The Workingman's Blues),Albert Collins
/lyric/2456308/Albert+Collins/Snatchin%27+It+Back,Snatchin' It Back,Albert Collins
/lyric/2456307/Albert+Collins/Too+Many+Dirty+Dishes,Too Many Dirty Dishes,Albert Collins
/lyric/774749/Albert+Collins/Conversation+With+Collins,Conversation With Collins,Albert Collins
/lyric/774754/Albert+Collins/Got+a+Good+Thing+Goin%27,Got a Good Thing Goin',Albert Collins
/lyric/774752/Albert+Collins/Trash+Talkin%27,Trash Talkin',Albert Collins
/lyric/2463178/Albert+Collins/Do+What+You+Want+to+Do,Do What You Want to Do,Albert Collins
/lyric/2463182/Albert+Collins/I+Need+You+So,I Need You So,Albert Collins
/lyric/2463177/Albert+Collins/Jam+It+Up,Jam It Up,Albert Collins
/lyric/1141279/Albert+Collins/Honey+Hush,Honey Hush,Albert Collins
artist/Barrelhouse/15671,Barrelhouse,Albert Collins
/lyric/1141280/Albert+Collins/I%27ve+Got+a+Mind+to+Travel,I've Got a Mind to Travel,Albert Collins
artist/Barrelhouse/15671,Barrelhouse,Albert Collins
/lyric/1381565/Albert+Collins/The+Things+That+I+Used+to+Do,The Things That I Used to Do,Albert Collins
/lyric/1647627/Albert+Collins/T-Bone+Shuffle,T-Bone Shuffle,Albert Collins
/lyric/1647625/Albert+Collins/Too+Tired,Too Tired,Albert Collins
/lyric/1647631/Albert+Collins/When+the+Welfare+Turns+Its+Back+on+You,When the Welfare Turns Its Back on You,Albert Collins
/lyric/1855207/Albert+Collins/Ain%27t+Got+Time,Ain't Got Time,Albert Collins
/lyric/2111253/Albert+Collins/Baby%2C+What+You+Want+Me+to+Do,"Baby, What You Want Me to Do",Albert Collins
/lyric/2111255/Albert+Collins/Mustang+Sally,Mustang Sally,Albert Collins
/lyric/24415539/Albert+Collins/Baby+What+You+Want+Me+To+Do,Baby What You Want Me To Do,Albert Collins
/lyric/14815716/Albert+Cummings/Rock+and+Roll,Rock and Roll,Albert Cummings
/lyric/2212728/Albert+Dailey/Body+and+Soul,Body and Soul,Albert Dailey
/lyric/323360/Albert+Hammond/The+Air+That+I+Breathe,The Air That I Breathe,Albert Hammond
/lyric/323355/Albert+Hammond/Anyone+Here+in+the+Audience,Anyone Here in the Audience,Albert Hammond
/lyric/323354/Albert+Hammond/Brand+New+Day,Brand New Day,Albert Hammond
/lyric/323358/Albert+Hammond/Down+by+the+River,Down by the River,Albert Hammond
/lyric/2855613/Albert+Hammond/I%27m+a+Train+%5B%2A%5D,I'm a Train [*],Albert Hammond
/lyric/61798/Albert+Hammond/Everything+I+Want+to+Do,Everything I Want to Do,Albert Hammond
/lyric/61800/Albert+Hammond/The+Free+Electric+Band,The Free Electric Band,Albert Hammond
/lyric/61796/Albert+Hammond/The+Peacemaker,The Peacemaker,Albert Hammond
/lyric/61795/Albert+Hammond/Smokey+Factory+Blues,Smokey Factory Blues,Albert Hammond
/lyric/591398/Albert+Hammond/Candle+Light%2C+Sweet+Candle+Light,"Candle Light, Sweet Candle Light",Albert Hammond
/lyric/591390/Albert+Hammond/Dime+Queen+of+Nevada,Dime Queen of Nevada,Albert Hammond
/lyric/61810/Albert+Hammond/99+Miles+from+L.A.,99 Miles from L.A.,Albert Hammond
/lyric/61806/Albert+Hammond/To+All+the+Girls+I%27ve+Loved,To All the Girls I've Loved,Albert Hammond
/lyric/3262671/Albert+Hammond/Everything+I+Want+to+Do+%5BNew+Version%5D,Everything I Want to Do [New Version],Albert Hammond
/lyric/3262681/Albert+Hammond/Give+a+Little+Love+%5BHammond%2C+Albert%2FWest%2C+Albert%5D,"Give a Little Love [Hammond, Albert/West, Albert]",Albert Hammond
/lyric/3262685/Albert+Hammond/It+Never+Rains+in+Southern+California+%5B%2789+Version%5D,It Never Rains in Southern California ['89 Version],Albert Hammond
/lyric/3262678/Albert+Hammond/Moonlight+Lady,Moonlight Lady,Albert Hammond
/lyric/3262683/Albert+Hammond/Nothing%27s+Gonna+Stop+Us+Now+%5B%2789+Version%5D,Nothing's Gonna Stop Us Now ['89 Version],Albert Hammond
/lyric/3262684/Albert+Hammond/One+Moment+in+Time+%5B%2789+Version%5D,One Moment in Time ['89 Version],Albert Hammond
/lyric/10383181/Albert+Hammond/Give+a+Little+Love,Give a Little Love,Albert Hammond
artist/Albert%20West/1054061,Albert West,Albert Hammond
/lyric/4733603/Albert+Hammond/Ansiedad,Ansiedad,Albert Hammond
/lyric/718098/Albert+Hammond/Echame+a+Mi+la+Culpa,Echame a Mi la Culpa,Albert Hammond
/lyric/9672744/Albert+Hammond/It+Never+Rains+in+Southern+California,It Never Rains in Southern California,Albert Hammond
/lyric/9807816/Albert+Hammond%2C+Jr./101,101,"Albert Hammond, Jr."
/lyric/9807815/Albert+Hammond%2C+Jr./Blue+Skies,Blue Skies,"Albert Hammond, Jr."
/lyric/9807814/Albert+Hammond%2C+Jr./Bright+Young+Thing,Bright Young Thing,"Albert Hammond, Jr."
