Url,Song,Band
/lyric/12921126/Bernhard+Brink/Irgendwann+Vielleicht+%28Anyone+of+Us%29,Irgendwann Vielleicht (Anyone of Us),Bernhard Brink
/lyric/12938226/Bernhard+Brink/Ich+W%C3%A4r%27so+Gern+Wie+Du+%28Neuaufnahme+2003%29,Ich W채r'so Gern Wie Du (Neuaufnahme 2003),Bernhard Brink
/lyric/32600986/Bernhard+Brink/Von+hier+bis+zur+Unendlichkeit,Von hier bis zur Unendlichkeit,Bernhard Brink
/lyric/8676908/Bernhard+von+der+Goltz/But+Beautiful+%28used+in+the+film+%22The+Road+To+Rio%22%29,"But Beautiful (used in the film ""The Road To Rio"")",Bernhard von der Goltz
/lyric/8676907/Bernhard+von+der+Goltz/The+Song+Is+You%2C+song+%28from+%22Music+in+the+Air%22%29,"The Song Is You, song (from ""Music in the Air"")",Bernhard von der Goltz
/lyric/19216575/Bernie+Addington/The+Nearness+of+You,The Nearness of You,Bernie Addington
artist/Anna%20Jacyszyn/2129680,Anna Jacyszyn,Bernie Addington
/lyric/19216574/Bernie+Addington/You+Go+to+My+Head,You Go to My Head,Bernie Addington
artist/Anna%20Jacyszyn/2129680,Anna Jacyszyn,Bernie Addington
/lyric/4621617/Bernie+Cummins/St.+Louis+Blues,St. Louis Blues,Bernie Cummins
/lyric/16981170/Bernie+Gregory/Swing+Low+Sweet+Chariot,Swing Low Sweet Chariot,Bernie Gregory
/lyric/4928654/Bernie+Marsden/Shake+Your+Money+Maker,Shake Your Money Maker,Bernie Marsden
/lyric/1894033/Bernie+Nerow/How+About+You%3F,How About You?,Bernie Nerow
/lyric/1894027/Bernie+Nerow/It+Might+as+Well+Be+Spring,It Might as Well Be Spring,Bernie Nerow
/lyric/1894028/Bernie+Nerow/Love+Is+Here+to+Stay,Love Is Here to Stay,Bernie Nerow
/lyric/4602024/David+Choy/My+One+and+Only+Love,My One and Only Love,Bernie Ostrowski
artist/David%20Choy/235840,David Choy,Bernie Ostrowski
/lyric/1981825/Bernie+Paul/Angel+of+the+Morning,Angel of the Morning,Bernie Paul
/lyric/1981819/Bernie+Paul/Caroline,Caroline,Bernie Paul
/lyric/1897219/Bernie+Senensky/How+Deep+Is+the+Ocean%3F,How Deep Is the Ocean?,Bernie Senensky
/lyric/1897218/Bernie+Senensky/In+My+Life,In My Life,Bernie Senensky
/lyric/6045526/Bernie+Senensky/Someday+My+Prince+Will+Come,Someday My Prince Will Come,Bernie Senensky
/lyric/6375865/Bernie+Williams/And+So+It+Goes,And So It Goes,Bernie Williams
/lyric/22013257/Jon+Secada/Otro+Dia+Mas+Sin+Verte,Otro Dia Mas Sin Verte,Bernie Williams
artist/Jon%20Secada/26084,Jon Secada,Bernie Williams
/lyric/16492131/Bernie+Williams/Glory+Days,Glory Days,Bernie Williams
/lyric/16492122/Jon+Secada/Just+Another+Day,Just Another Day,Bernie Williams
artist/Jon%20Secada/26084,Jon Secada,Bernie Williams
/lyric/16492130/Jon+Secada/Otro+Dia+Mas+Sin+Verge,Otro Dia Mas Sin Verge,Bernie Williams
artist/Jon%20Secada/26084,Jon Secada,Bernie Williams
/lyric/1231899/Bernie+Worrell/Ain%27t+She+Sweet,Ain't She Sweet,Bernie Worrell
/lyric/1617078/Bernt+Rosengren/Embraceable+You,Embraceable You,Bernt Rosengren
/lyric/6040686/Arne+Domn%C3%A9rus/Body+and+Soul,Body and Soul,Bernt Rosengren
artist/Arne%20Domn%C3%A9rus/8428,Arne Domnérus,Bernt Rosengren
/lyric/6040687/Arne+Domn%C3%A9rus/But+Not+for+Me,But Not for Me,Bernt Rosengren
artist/Arne%20Domn%C3%A9rus/8428,Arne Domnérus,Bernt Rosengren
