Url,Song,Band
/lyric/1681414/Dave+Barker/It%27s+Summer,It's Summer,Dave Barker
/lyric/1681399/Dave+Barker/Just+My+Imagination+%28Running+Away+With+Me%29,Just My Imagination (Running Away With Me),Dave Barker
/lyric/7246050/Dave+Barnes/Can%27t+Grow+Tired+of+Your+Love,Can't Grow Tired of Your Love,Dave Barnes
/lyric/7246047/Dave+Barnes/Crazyboutya,Crazyboutya,Dave Barnes
/lyric/7246056/Dave+Barnes/The+Inbetween,The Inbetween,Dave Barnes
/lyric/7246051/Dave+Barnes/The+L.A.+Song,The L.A. Song,Dave Barnes
/lyric/7246055/Dave+Barnes/Nothing+Fancy,Nothing Fancy,Dave Barnes
/lyric/7246057/Dave+Barnes/On+a+Night+Like+This,On a Night Like This,Dave Barnes
/lyric/7246052/Dave+Barnes/Prayers+of+the+Saints,Prayers of the Saints,Dave Barnes
/lyric/7246048/Dave+Barnes/Until+You,Until You,Dave Barnes
/lyric/7246054/Dave+Barnes/What+Am+I+Gonna+Do,What Am I Gonna Do,Dave Barnes
/lyric/7246053/Dave+Barnes/Your+Love+Will+Never+Change,Your Love Will Never Change,Dave Barnes
/lyric/8718388/Dave+Barnes/All+That+Noise,All That Noise,Dave Barnes
/lyric/8718384/Dave+Barnes/Butterflies,Butterflies,Dave Barnes
/lyric/8718390/Dave+Barnes/Greyhound,Greyhound,Dave Barnes
/lyric/8718392/Dave+Barnes/I+Have+and+Always+Will,I Have and Always Will,Dave Barnes
/lyric/8718386/Dave+Barnes/Jackson,Jackson,Dave Barnes
/lyric/8718382/Dave+Barnes/A+Lot+Like+Me,A Lot Like Me,Dave Barnes
/lyric/8718387/Dave+Barnes/Miles+to+Go,Miles to Go,Dave Barnes
/lyric/8718389/Dave+Barnes/More+Than+a+Man,More Than a Man,Dave Barnes
/lyric/8718391/Dave+Barnes/Stay+Away,Stay Away,Dave Barnes
/lyric/13602286/Dave+Barnes/10%2C000+Children,"10,000 Children",Dave Barnes
/lyric/13602288/Dave+Barnes/Annie,Annie,Dave Barnes
/lyric/13602284/Dave+Barnes/Believe,Believe,Dave Barnes
/lyric/13602277/Dave+Barnes/Brothers+%26+Sisters,Brothers & Sisters,Dave Barnes
/lyric/13602283/Dave+Barnes/Carry+Me+Through,Carry Me Through,Dave Barnes
/lyric/13602281/Dave+Barnes/Good+World+Gone+Bad,Good World Gone Bad,Dave Barnes
/lyric/13602278/Dave+Barnes/Since+You+Said+I+Do,Since You Said I Do,Dave Barnes
/lyric/13602285/Dave+Barnes/Someday,Someday,Dave Barnes
/lyric/13602280/Dave+Barnes/When+a+Heart+Breaks,When a Heart Breaks,Dave Barnes
/lyric/33374131/Dave+Barnes/Home,Home,Dave Barnes
/lyric/33051393/Dave+Barnes/All+I+Want+for+Christmas+Is+You,All I Want for Christmas Is You,Dave Barnes
/lyric/22061345/Dave+Barnes/Meet+Me+at+the+Mistletoe,Meet Me at the Mistletoe,Dave Barnes
/lyric/18907845/Dave+Barnes/God+Gave+Me+You,God Gave Me You,Dave Barnes
/lyric/18907846/Dave+Barnes/Little+Lies,Little Lies,Dave Barnes
/lyric/18907838/Dave+Barnes/My+Love%2C+My+Enemy,"My Love, My Enemy",Dave Barnes
/lyric/25361457/Dave+Barnes/Find+Your+Way+Home,Find Your Way Home,Dave Barnes
/lyric/25361461/Dave+Barnes/Heaven+Help+Me,Heaven Help Me,Dave Barnes
/lyric/25361463/Dave+Barnes/How+Long,How Long,Dave Barnes
/lyric/25361460/Dave+Barnes/Love+Will+Be+Enough+for+Us,Love Will Be Enough for Us,Dave Barnes
/lyric/25361462/Dave+Barnes/Mine+to+Love,Mine to Love,Dave Barnes
/lyric/25361458/Dave+Barnes/Missing+You,Missing You,Dave Barnes
/lyric/25361454/Dave+Barnes/One+of+Us,One of Us,Dave Barnes
/lyric/25361459/Dave+Barnes/Seventeen,Seventeen,Dave Barnes
/lyric/25361456/Dave+Barnes/Stories+to+Tell,Stories to Tell,Dave Barnes
/lyric/25361455/Dave+Barnes/Warm+Heart+in+a+Cold+World,Warm Heart in a Cold World,Dave Barnes
/lyric/25361464/Dave+Barnes/White+Flag,White Flag,Dave Barnes
