Url,Song,Band
/lyric/10147228/Cathy+Davey/Hammerhead,Hammerhead,Cathy Davey
/lyric/10147237/Cathy+Davey/Mine+For+Keeps,Mine For Keeps,Cathy Davey
/lyric/41004/Cathy+Dennis/Just+Another+Dream+%5B7%22%5D,"Just Another Dream [7""]",Cathy Dennis
/lyric/2066653/D-Mob/C%27mon+%26+Get+My+Love,C'mon & Get My Love,Cathy Dennis
artist/D-Mob/4014,D-Mob,Cathy Dennis
/lyric/2066656/Cathy+Dennis/Everybody+Move,Everybody Move,Cathy Dennis
/lyric/2066659/Cathy+Dennis/Got+to+Get+Your+Love,Got to Get Your Love,Cathy Dennis
/lyric/2066651/Cathy+Dennis/Just+Another+Dream,Just Another Dream,Cathy Dennis
/lyric/2066657/Cathy+Dennis/Move+to+This,Move to This,Cathy Dennis
/lyric/2066658/Cathy+Dennis/My+Beating+Heart,My Beating Heart,Cathy Dennis
/lyric/2066660/Cathy+Dennis/Taste+My+Love,Taste My Love,Cathy Dennis
/lyric/2066655/Cathy+Dennis/Tell+Me,Tell Me,Cathy Dennis
/lyric/37781/Cathy+Dennis/Being+With+You,Being With You,Cathy Dennis
/lyric/37785/Cathy+Dennis/Change+Will+Come,Change Will Come,Cathy Dennis
/lyric/37787/Cathy+Dennis/Everybody+Get+Up,Everybody Get Up,Cathy Dennis
/lyric/37779/Cathy+Dennis/Falling,Falling,Cathy Dennis
/lyric/37782/Cathy+Dennis/For+Your+Love,For Your Love,Cathy Dennis
/lyric/37783/Cathy+Dennis/Irresistible,Irresistible,Cathy Dennis
/lyric/37780/Cathy+Dennis/Moments+of+Love,Moments of Love,Cathy Dennis
/lyric/37786/Cathy+Dennis/Our+True+Emotions,Our True Emotions,Cathy Dennis
/lyric/37784/Cathy+Dennis/We%27ve+Got+to+Fight,We've Got to Fight,Cathy Dennis
/lyric/37778/Cathy+Dennis/Why,Why,Cathy Dennis
/lyric/37777/Cathy+Dennis/You+Lied+to+Me,You Lied to Me,Cathy Dennis
/lyric/4921865/Cathy+Dennis/The+Date,The Date,Cathy Dennis
/lyric/4921864/Cathy+Dennis/Don%27t+Take+My+Heaven,Don't Take My Heaven,Cathy Dennis
/lyric/4921857/Cathy+Dennis/Fickle,Fickle,Cathy Dennis
/lyric/4921861/Cathy+Dennis/Homing+the+Rocket,Homing the Rocket,Cathy Dennis
/lyric/4921868/Cathy+Dennis/I+Just+Love+You,I Just Love You,Cathy Dennis
/lyric/4921859/Cathy+Dennis/Stupid+Fool,Stupid Fool,Cathy Dennis
/lyric/4921862/Cathy+Dennis/That+Is+Why+You+Love+Me,That Is Why You Love Me,Cathy Dennis
/lyric/4921863/Cathy+Dennis/Waterloo+Sunset,Waterloo Sunset,Cathy Dennis
/lyric/4921856/Cathy+Dennis/West+End+Pad,West End Pad,Cathy Dennis
/lyric/4921858/Cathy+Dennis/When+Dreams+Turn+to+Dust,When Dreams Turn to Dust,Cathy Dennis
/lyric/6229856/Cathy+Fink/Oh%2C+Susannah,"Oh, Susannah",Cathy Fink
/lyric/940976/Cathy+Fink/The+Magic+Penny,The Magic Penny,Cathy Fink
/lyric/4152699/Cathy+Hayes/If+I+Were+a+Bell,If I Were a Bell,Cathy Hayes
/lyric/4152700/Cathy+Hayes/Last+Night+When+We+Were+Young,Last Night When We Were Young,Cathy Hayes
/lyric/4152702/Cathy+Hayes/You+Don%27t+Know+What+Love+Is,You Don't Know What Love Is,Cathy Hayes
/lyric/1997622/Cathy+Ponton+King/Goin%27+Back,Goin' Back,Cathy Ponton King
/lyric/4324002/Cathy+Richardson/Me+and+Bobby+McGee,Me and Bobby McGee,Cathy Richardson
/lyric/10857187/Cathy+Segal-Garcia/When+You+Wish+Upon+a+Star,When You Wish Upon a Star,Cathy Segal-Garcia
/lyric/6564820/Cathy+Segal-Garcia/How+Deep+Is+the+Ocean%3F,How Deep Is the Ocean?,Cathy Segal-Garcia
artist/Phillip%20Strange/415951,Phillip Strange,Cathy Segal-Garcia
/lyric/6564815/Cathy+Segal-Garcia/My+One+and+Only+Love,My One and Only Love,Cathy Segal-Garcia
artist/Phillip%20Strange/415951,Phillip Strange,Cathy Segal-Garcia
/lyric/10857175/Cathy+Segal-Garcia/You%27d+Be+So+Nice+to+Come+Home+To,You'd Be So Nice to Come Home To,Cathy Segal-Garcia
/lyric/4153990/Cathy+Segal-Garcia/Exactly+Like+You,Exactly Like You,Cathy Segal-Garcia
/lyric/4153989/Cathy+Segal-Garcia/Melancholy+Serenade,Melancholy Serenade,Cathy Segal-Garcia
/lyric/4153988/Cathy+Segal-Garcia/My+Heart+Stood+Still,My Heart Stood Still,Cathy Segal-Garcia
/lyric/4153991/Cathy+Segal-Garcia/Skylark,Skylark,Cathy Segal-Garcia
/lyric/4153993/Cathy+Segal-Garcia/Someone+to+Watch+over+Me,Someone to Watch over Me,Cathy Segal-Garcia
/lyric/4153985/Cathy+Segal-Garcia/You+Are+Too+Beautiful,You Are Too Beautiful,Cathy Segal-Garcia
/lyric/14184213/Joe+Diorio/Day+by+Day,Day by Day,Cathy Segal-Garcia
artist/Joe%20Diorio/8411,Joe Diorio,Cathy Segal-Garcia
/lyric/14184217/Joe+Diorio/Star+Eyes,Star Eyes,Cathy Segal-Garcia
artist/Joe%20Diorio/8411,Joe Diorio,Cathy Segal-Garcia
/lyric/1052902/Cathy+Winter/A+Fine+Romance,A Fine Romance,Cathy Winter
/lyric/6722653/Catie+Curtis/Got+Me+Wondering,Got Me Wondering,Catie Curtis
/lyric/6722654/Catie+Curtis/Grandmother%27s+Name,Grandmother's Name,Catie Curtis
/lyric/6722644/Catie+Curtis/Mine+Fields,Mine Fields,Catie Curtis
/lyric/6722649/Catie+Curtis/Night+So+Still,Night So Still,Catie Curtis
/lyric/6722652/Catie+Curtis/Strange+as+It+Seems,Strange as It Seems,Catie Curtis
/lyric/6722647/Catie+Curtis/Wallpaper+Dreams,Wallpaper Dreams,Catie Curtis
/lyric/3312518/Catie+Curtis/Forgiveness,Forgiveness,Catie Curtis
/lyric/2874874/Catie+Curtis/Fall+Away,Fall Away,Catie Curtis
/lyric/2874883/Catie+Curtis/Start+Again,Start Again,Catie Curtis
/lyric/5008327/Catie+Curtis/Elizabeth,Elizabeth,Catie Curtis
/lyric/5008323/Catie+Curtis/Loves+Takes+the+Best+of+You,Loves Takes the Best of You,Catie Curtis
/lyric/5008325/Catie+Curtis/My+Shirt+Looks+Good+on+You,My Shirt Looks Good on You,Catie Curtis
/lyric/5008328/Catie+Curtis/Now,Now,Catie Curtis
/lyric/5008319/Catie+Curtis/Run,Run,Catie Curtis
/lyric/6850777/Catie+Curtis/Cross+Over+to+Me,Cross Over to Me,Catie Curtis
/lyric/6850781/Catie+Curtis/Dark+Weather,Dark Weather,Catie Curtis
/lyric/6850772/Catie+Curtis/Deliver+Me,Deliver Me,Catie Curtis
/lyric/6850780/Catie+Curtis/Doctor,Doctor,Catie Curtis
/lyric/6850773/Catie+Curtis/Hold+On,Hold On,Catie Curtis
/lyric/6850775/Catie+Curtis/It%27s+the+Way+You+Are,It's the Way You Are,Catie Curtis
