Url,Song,Band
artist/Elijah%20Blake/2677480,Elijah Blake,Game
/lyric/28411890/The+Game/Ali+Bomaye,Ali Bomaye,Game
artist/Rick%20Ross/736150,Rick Ross,Game
artist/2%20Chainz/2450987,2 Chainz,Game
/lyric/28411886/Lil+Wayne/All+That+%28Lady%29,All That (Lady),Game
artist/Lil%20Wayne/384397,Lil Wayne,Game
artist/Fabolous/483230,Fabolous,Game
artist/Jeremih/1141856,Jeremih,Game
artist/Big%20Sean/1567077,Big Sean,Game
/lyric/28411877/The+Game/Blood+Diamonds,Blood Diamonds,Game
/lyric/28411876/The+Game/Blood+of+Christ+%5B%2A%5D,Blood of Christ [*],Game
/lyric/28411882/The+Game/Can%27t+Get+Right,Can't Get Right,Game
artist/K.%20Roosevelt/2453026,K. Roosevelt,Game
/lyric/28411887/The+Game/Church,Church,Game
artist/Trey%20Songz/686292,Trey Songz,Game
artist/King%20Chip/2709982,King Chip,Game
/lyric/28411881/Jamie+Foxx/Hallelujah,Hallelujah,Game
artist/Jamie%20Foxx/44725,Jamie Foxx,Game
/lyric/28411878/Future/I+Remember,I Remember,Game
artist/Future/579837,Future,Game
artist/Young%20Jeezy/640485,Young Jeezy,Game
/lyric/28411884/Pusha+T/Name+Me+King,Name Me King,Game
artist/Pusha%20T/580615,Pusha T,Game
/lyric/28411888/The+Game/Pray,Pray,Game
artist/J.%20Cole/1557103,J. Cole,Game
artist/JMSN/2603774,JMSN,Game
/lyric/28411883/The+Game/See+No+Evil,See No Evil,Game
artist/Tank/914439,Tank,Game
artist/Kendrick%20Lamar/2412704,Kendrick Lamar,Game
/lyric/30098512/The+Game/Same+Hoes,Same Hoes,Game
/lyric/30098511/The+Game/Turn+Down+for+What,Turn Down for What,Game
/lyric/30098506/The+Game/You+Don%27t+Know,You Don't Know,Game
/lyric/31117138/Tyga/Best+Head+Ever,Best Head Ever,Game
artist/Tyga/512765,Tyga,Game
artist/Eric%20Bellinger/2077482,Eric Bellinger,Game
/lyric/31117147/The+Game/Bigger+Than+Me,Bigger Than Me,Game
/lyric/31117139/The+Game/Cellphone,Cellphone,Game
artist/Dubb/982995,Dubb,Game
/lyric/31117146/The+Game/F.U.N.,F.U.N.,Game
/lyric/31117144/Lil+Wayne/F%2A%2Ak+Yo+Feelings,F**k Yo Feelings,Game
artist/Lil%20Wayne/384397,Lil Wayne,Game
artist/Chris%20Brown/724933,Chris Brown,Game
/lyric/31117143/The+Game/On+One,On One,Game
artist/Ty%20Dolla%20%24ign/2362271,Ty Dolla $ign,Game
artist/King%20Marie/3024406,King Marie,Game
/lyric/31117137/Too+%24hort/Or+Nah,Or Nah,Game
artist/Too%20%24hort/132295,Too $hort,Game
artist/Problem/952914,Problem,Game
artist/AV/1581442,AV,Game
artist/Eric%20Bellinger/2077482,Eric Bellinger,Game
/lyric/31117141/The+Game/The+Purge,The Purge,Game
artist/Stacy%20Barthe/1101532,Stacy Barthe,Game
/lyric/31117145/Yo+Gotti/Really,Really,Game
artist/Yo%20Gotti/451398,Yo Gotti,Game
artist/T.I./483720,T.I.,Game
artist/Soulja%20Boy/2096313,Soulja Boy,Game
artist/2%20Chainz/2450987,2 Chainz,Game
/lyric/31117136/Tyga/Take+That,Take That,Game
artist/Tyga/512765,Tyga,Game
artist/Pharaoh%20Prophet/3024391,Pharaoh Prophet,Game
/lyric/31117140/The+Game/Trouble+on+My+Mind,Trouble on My Mind,Game
artist/Jake/833965,Jake,Game
artist/Dubb/982995,Dubb,Game
artist/Papa/2855909,Papa,Game
/lyric/31171457/The+Game/Black+on+Black,Black on Black,Game
/lyric/31171456/The+Game/Bloody+Moon,Bloody Moon,Game
/lyric/31171459/The+Game/Food+for+My+Stomach,Food for My Stomach,Game
/lyric/31171458/The+Game/Hit+Em+Hard,Hit Em Hard,Game
/lyric/32099504/The+Game/100,100,Game
artist/Drake/905792,Drake,Game
/lyric/32467424/The+Game/Do+It+to+You+%5B%2A%5D,Do It to You [*],Game
artist/Trey%20Songz/686292,Trey Songz,Game
/lyric/32210412/The+Game/Bitch+You+Ain%27t+Shit,Bitch You Ain't Shit,Game
/lyric/32210415/Isaac+Hayes/Circles,Circles,Game
artist/Isaac%20Hayes/83140,Isaac Hayes,Game
artist/Q-Tip/116260,Q-Tip,Game
artist/Sha%20Sha/377818,Sha Sha,Game
artist/Eric%20Bellinger/2077482,Eric Bellinger,Game
/lyric/32210413/Future/Dedicated,Dedicated,Game
artist/Future/579837,Future,Game
artist/Sonyae/1566181,Sonyae,Game
/lyric/32210428/The+Game/The+Documentary+2,The Documentary 2,Game
/lyric/32210418/The+Game/Dollar+and+a+Dream,Dollar and a Dream,Game
artist/Ab-Soul/1168200,Ab-Soul,Game
/lyric/32210420/Ice+Cube/Don%27t+Trip,Don't Trip,Game
artist/Ice%20Cube/48,Ice Cube,Game
artist/Dr.%20Dre/26119,Dr. Dre,Game
artist/The%20J.B.%27s/89579,The J.B.'s,Game
artist/will.i.am/351867,will.i.am,Game
/lyric/32210416/Jelly+Roll/Hashtag,Hashtag,Game
artist/Jelly%20Roll/212901,Jelly Roll,Game
/lyric/32210423/The+Game/Intro,Intro,Game
/lyric/32210424/Chic/LA,LA,Game
artist/Chic/3884,Chic,Game
artist/Snoop%20Dogg/41625,Snoop Dogg,Game
artist/will.i.am/351867,will.i.am,Game
artist/Fergie/587339,Fergie,Game
/lyric/32210417/The+Game/Made+in+America,Made in America,Game
artist/Marcus%20Black/2301822,Marcus Black,Game
artist/Bongo/2541770,Bongo,Game
artist/Mvrcus%20Blvck/3145924,Mvrcus Blvck,Game
/lyric/32210429/Kanye+West/Mula,Mula,Game
artist/Kanye%20West/353484,Kanye West,Game
artist/Phantogram/1175595,Phantogram,Game
/lyric/32210427/The+Game/New+York%2C+New+York,"New York, New York",Game
/lyric/32210422/Erykah+Badu/On+Me,On Me,Game
artist/Erykah%20Badu/200306,Erykah Badu,Game
artist/Kendrick%20Lamar/2412704,Kendrick Lamar,Game
/lyric/32210419/Diddy/Standing+on+Ferraris,Standing on Ferraris,Game
artist/Diddy/214335,Diddy,Game
artist/Diddy/214335,Diddy,Game
/lyric/32210421/Sha+Sha/Step+Up,Step Up,Game
artist/Sha%20Sha/377818,Sha Sha,Game
artist/Bongo/2541770,Bongo,Game
artist/DeJ%20Loaf/3035389,DeJ Loaf,Game
/lyric/32210430/Jelly+Roll/Summertime,Summertime,Game
artist/Jelly%20Roll/212901,Jelly Roll,Game
/lyric/32210414/One+Way/Uncle+%28Skit%29,Uncle (Skit),Game
artist/One%20Way/23987,One Way,Game
/lyric/32259267/The+Game/Crenshaw%2F80s+and+Cocaine,Crenshaw/80s and Cocaine,Game
artist/Sonyae/1566181,Sonyae,Game
artist/Anderson%20Paak/2976768,Anderson Paak,Game
/lyric/32259264/Lil+Wayne/From+Adam,From Adam,Game
artist/Lil%20Wayne/384397,Lil Wayne,Game
/lyric/32259266/The+Game/Gang+Bang+Anyway,Gang Bang Anyway,Game
artist/Jay%20Rock/1116241,Jay Rock,Game
artist/ScHoolboy%20Q/2337766,ScHoolboy Q,Game
/lyric/32259263/The+Game/Gang+Related,Gang Related,Game
artist/Asia/2559411,Asia,Game
/lyric/32259265/Nas/The+Ghetto,The Ghetto,Game
artist/Nas/44732,Nas,Game
artist/will.i.am/351867,will.i.am,Game
/lyric/32259261/The+Game/Intoxicated,Intoxicated,Game
artist/Deion/1749239,Deion,Game
/lyric/32259262/Scarface/Last+Time+You+Seen,Last Time You Seen,Game
artist/Scarface/15167,Scarface,Game
artist/Stacy%20Barthe/1101532,Stacy Barthe,Game
/lyric/32259253/The+Game/LIFE,LIFE,Game
/lyric/32259254/Busta+Rhymes/Like+Father+Like+Son+2,Like Father Like Son 2,Game
artist/Busta%20Rhymes/61282,Busta Rhymes,Game
/lyric/32259268/The+Game/Magnus+Carlsen,Magnus Carlsen,Game
artist/Anderson%20Paak/2976768,Anderson Paak,Game
/lyric/32259255/The+Game/Moment+of+Violence,Moment of Violence,Game
artist/JT/935725,JT,Game
artist/Jon%20Conner/1614468,Jon Conner,Game
artist/King%20Mex/3146458,King Mex,Game
/lyric/32259256/Mitchy+Slick/My+Flag%2FDa+Homies,My Flag/Da Homies,Game
artist/Mitchy%20Slick/511543,Mitchy Slick,Game
artist/Scheme/1069013,Scheme,Game
artist/Joe%20Moses/2199654,Joe Moses,Game
artist/Ty%20Dolla%20%24ign/2362271,Ty Dolla $ign,Game
artist/AD/2947231,AD,Game
artist/Jay%20305/2996585,Jay 305,Game
artist/RJ/3347266,RJ,Game
/lyric/32259269/The+Game/New+York+%28Skit%29,New York (Skit),Game
/lyric/32259259/E-40/Outside,Outside,Game
artist/E-40/38525,E-40,Game
artist/Lil%20E/808052,Lil E,Game
artist/Mvrcus%20Blvck/3145924,Mvrcus Blvck,Game
/lyric/32259260/The+Game/Quiks+Groove,Quiks Groove,Game
artist/DJ%20Quick/2370930,DJ Quick,Game
artist/Micah/2471821,Micah,Game
artist/Sevyn%20Streeter/2755251,Sevyn Streeter,Game
/lyric/32259258/The+Game/Up+On+the+Wall,Up On the Wall,Game
artist/YG/885230,YG,Game
artist/Problem/952914,Problem,Game
artist/Ty%20Dolla%20%24ign/2362271,Ty Dolla $ign,Game
/lyric/33386494/The+Game/All+Eyez,All Eyez,Game
/lyric/33386497/The+Game/Baby+You,Baby You,Game
/lyric/33386498/The+Game/However+Do+You+Want+It,However Do You Want It,Game
/lyric/33386499/The+Game/I+Grew+Up+on+Wu-Tang,I Grew Up on Wu-Tang,Game
/lyric/33386506/The+Game/Savage+Lifestyle,Savage Lifestyle,Game
/lyric/33386500/The+Game/The+Soundtrack,The Soundtrack,Game
/lyric/33386505/The+Game/True+Colors%2FIt%27s+On,True Colors/It's On,Game
/lyric/33317696/The+Game/Block+Wars,Block Wars,Game
/lyric/33317694/The+Game/Murder,Murder,Game
/lyric/32944216/The+Game/Can%27t+Wait,Can't Wait,Game
/lyric/32944213/The+Game/The+Chronic,The Chronic,Game
artist/AV/1581442,AV,Game
artist/AD/2947231,AD,Game
/lyric/32944210/The+Game/For+the+Homies,For the Homies,Game
artist/Payso/2284695,Payso,Game
artist/Micah/2471821,Micah,Game
/lyric/32944215/The+Game/Gang+Signs,Gang Signs,Game
/lyric/32944212/The+Game/Like+Me,Like Me,Game
/lyric/32944214/The+Game/Unfollow+Me+Bitch,Unfollow Me Bitch,Game
artist/Problem/952914,Problem,Game
/lyric/2469030/Game+Theory/Friend+of+the+Family,Friend of the Family,Game Theory
/lyric/2469029/Game+Theory/I+Mean+It+This+Time,I Mean It This Time,Game Theory
/lyric/2469039/Game+Theory/I+Want+to+Hold+Your+Hand,I Want to Hold Your Hand,Game Theory
/lyric/2469031/Game+Theory/If+and+When+It+Falls+Apart,If and When It Falls Apart,Game Theory
/lyric/2469033/Game+Theory/Rayon+Drive,Rayon Drive,Game Theory
/lyric/2469035/Game+Theory/Real+Nighttime,Real Nighttime,Game Theory
/lyric/2469028/Game+Theory/Waltz+the+Halls+Always,Waltz the Halls Always,Game Theory
/lyric/778817/Game+Theory/Seattle,Seattle,Game Theory
/lyric/778594/Game+Theory/24,24,Game Theory
/lyric/778595/Game+Theory/Curse+of+the+Frontierland,Curse of the Frontierland,Game Theory
/lyric/4651319/Gameface/Song,Song,Gameface
/lyric/2264695/The+Psychedelic+Furs/House,House,Gameface
artist/The%20Psychedelic%20Furs/5193,The Psychedelic Furs,Gameface
/lyric/1424033/Gameface/Scared,Scared,Gameface
/lyric/3922947/Gameface/Home,Home,Gameface
/lyric/3922955/Gameface/She,She,Gameface
/lyric/5777511/Gamma/Something+in+the+Air,Something in the Air,Gamma
/lyric/239013/Gamma/Stranger,Stranger,Gamma
/lyric/3151404/Gamma+Ray/Free+Time,Free Time,Gamma Ray
/lyric/3151405/Gamma+Ray/Heading+for+Tomorrow,Heading for Tomorrow,Gamma Ray
/lyric/3151399/Gamma+Ray/Heaven+Can+Wait,Heaven Can Wait,Gamma Ray
/lyric/3151403/Gamma+Ray/Hold+Your+Ground,Hold Your Ground,Gamma Ray
/lyric/3151406/Gamma+Ray/Look+at+Yourself,Look at Yourself,Gamma Ray
/lyric/3151398/Gamma+Ray/Lust+for+Life,Lust for Life,Gamma Ray
/lyric/3151401/Gamma+Ray/Money,Money,Gamma Ray
/lyric/3151402/Gamma+Ray/The+Silence,The Silence,Gamma Ray
/lyric/3151400/Gamma+Ray/Space+Eater,Space Eater,Gamma Ray
/lyric/3151397/Gamma+Ray/Welcome,Welcome,Gamma Ray
/lyric/6170502/Gamma+Ray/Spaceeater,Spaceeater,Gamma Ray
/lyric/3151390/Gamma+Ray/%28We+Won%27t%29+Stop+the+War,(We Won't) Stop the War,Gamma Ray
/lyric/3151387/Gamma+Ray/Changes,Changes,Gamma Ray
/lyric/3151394/Gamma+Ray/Countdown,Countdown,Gamma Ray
/lyric/3151395/Gamma+Ray/Dream+Healer,Dream Healer,Gamma Ray
/lyric/3151391/Gamma+Ray/Father+and+Son,Father and Son,Gamma Ray
/lyric/3151392/Gamma+Ray/One+With+the+World,One With the World,Gamma Ray
/lyric/3151388/Gamma+Ray/Rich+%26+Famous,Rich & Famous,Gamma Ray
/lyric/3151396/Gamma+Ray/The+Spirit,The Spirit,Gamma Ray
/lyric/3151393/Gamma+Ray/Start+Running,Start Running,Gamma Ray
/lyric/5794890/Gamma+Ray/Heroes+%5B%23%5D%5B%2A%5D,Heroes [#][*],Gamma Ray
/lyric/5794881/Gamma+Ray/Rich+and+Famous,Rich and Famous,Gamma Ray
/lyric/2329775/Gamma+Ray/18+Years,18 Years,Gamma Ray
/lyric/2329778/Gamma+Ray/Brothers,Brothers,Gamma Ray
/lyric/2329771/Gamma+Ray/The+Cave+Principle,The Cave Principle,Gamma Ray
/lyric/2329772/Gamma+Ray/Future+Madhouse,Future Madhouse,Gamma Ray
/lyric/2329777/Gamma+Ray/Heal+Me,Heal Me,Gamma Ray
/lyric/2329774/Gamma+Ray/Insanity+%26+Genius,Insanity & Genius,Gamma Ray
/lyric/2329770/Gamma+Ray/Last+Before+the+Storm,Last Before the Storm,Gamma Ray
/lyric/2329769/Gamma+Ray/No+Return,No Return,Gamma Ray
/lyric/2329768/Gamma+Ray/Tribute+to+the+Past,Tribute to the Past,Gamma Ray
/lyric/2329776/Gamma+Ray/Your+Torn+Is+Over,Your Torn Is Over,Gamma Ray
/lyric/6170517/Gamma+Ray/Gamma+Ray,Gamma Ray,Gamma Ray
/lyric/6170518/Gamma+Ray/Insanity+and+Genius,Insanity and Genius,Gamma Ray
/lyric/6170520/Gamma+Ray/Your+Turn+Is+Over,Your Turn Is Over,Gamma Ray
/lyric/18563661/Gamma+Ray/Rising+of+the+Damned,Rising of the Damned,Gamma Ray
/lyric/2216890/Gamma+Ray/Abyss+of+the+Void,Abyss of the Void,Gamma Ray
/lyric/2216892/Gamma+Ray/Afterlife,Afterlife,Gamma Ray
/lyric/2216883/Gamma+Ray/All+of+the+Damned,All of the Damned,Gamma Ray
/lyric/2216894/Gamma+Ray/As+Time+Goes+By+%5B%23%5D,As Time Goes By [#],Gamma Ray
/lyric/2216882/Gamma+Ray/Fairytale,Fairytale,Gamma Ray
/lyric/2216886/Gamma+Ray/Farewell,Farewell,Gamma Ray
/lyric/2216885/Gamma+Ray/Gods+of+Deliverance,Gods of Deliverance,Gamma Ray
/lyric/2216888/Gamma+Ray/Land+of+the+Free,Land of the Free,Gamma Ray
/lyric/2216881/Gamma+Ray/Man+on+a+Mission,Man on a Mission,Gamma Ray
/lyric/2216895/Gamma+Ray/Miracle+%5B%23%5D,Miracle [#],Gamma Ray
/lyric/2216880/Gamma+Ray/Rebellion+in+Dreamland,Rebellion in Dreamland,Gamma Ray
/lyric/2216887/Gamma+Ray/Salvation%27s+Calling,Salvation's Calling,Gamma Ray
/lyric/2216889/Gamma+Ray/The+Savior,The Savior,Gamma Ray
/lyric/2216891/Gamma+Ray/Time+to+Break+Free,Time to Break Free,Gamma Ray
/lyric/1797152/Gamma+Ray/Beyond+the+Black+Hole,Beyond the Black Hole,Gamma Ray
/lyric/1797161/Gamma+Ray/Cosmic+Chaos,Cosmic Chaos,Gamma Ray
/lyric/1797156/Gamma+Ray/The+Guardians+of+Mankind,The Guardians of Mankind,Gamma Ray
/lyric/1797157/Gamma+Ray/The+Landing,The Landing,Gamma Ray
/lyric/1797162/Gamma+Ray/Lost+in+the+Future,Lost in the Future,Gamma Ray
/lyric/1797153/Gamma+Ray/Men%2C+Martians+and+Machines,"Men, Martians and Machines",Gamma Ray
/lyric/1797154/Gamma+Ray/No+Stranger+%28Another+Day+in+Life%29,No Stranger (Another Day in Life),Gamma Ray
/lyric/1797159/Gamma+Ray/Pray,Pray,Gamma Ray
/lyric/1797166/Gamma+Ray/Return+to+Fantasy+%5B%2A%5D,Return to Fantasy [*],Gamma Ray
/lyric/1797165/Gamma+Ray/Shine+On,Shine On,Gamma Ray
/lyric/1797155/Gamma+Ray/Somewhere+Out+in+Space,Somewhere Out in Space,Gamma Ray
/lyric/1797158/Gamma+Ray/Valley+of+the+Kings,Valley of the Kings,Gamma Ray
/lyric/1797163/Gamma+Ray/Watcher+in+the+Sky,Watcher in the Sky,Gamma Ray
/lyric/1797160/Gamma+Ray/The+Winged+Horse,The Winged Horse,Gamma Ray
/lyric/6485850/Gamma+Ray/Future+World,Future World,Gamma Ray
/lyric/6485849/Gamma+Ray/Ride+the+Sky,Ride the Sky,Gamma Ray
/lyric/2954906/Gamma+Ray/Anywhere+in+the+Galaxy,Anywhere in the Galaxy,Gamma Ray
/lyric/2954916/Gamma+Ray/Armageddon,Armageddon,Gamma Ray
/lyric/2954910/Gamma+Ray/Gardens+of+the+Sinner,Gardens of the Sinner,Gamma Ray
/lyric/2954913/Gamma+Ray/Heavy+Metal+Universe,Heavy Metal Universe,Gamma Ray
/lyric/2954912/Gamma+Ray/It%27s+a+Sin,It's a Sin,Gamma Ray
/lyric/2954907/Gamma+Ray/Razorblade+Sigh,Razorblade Sigh,Gamma Ray
/lyric/2954908/Gamma+Ray/Send+Me+a+Sign,Send Me a Sign,Gamma Ray
/lyric/2954911/Gamma+Ray/Short+as+Hell,Short as Hell,Gamma Ray
/lyric/2954909/Gamma+Ray/Strangers+in+the+Night,Strangers in the Night,Gamma Ray
/lyric/2954914/Gamma+Ray/Wings+of+Destiny,Wings of Destiny,Gamma Ray
/lyric/5196843/Gamma+Ray/Damn+the+Machine,Damn the Machine,Gamma Ray
/lyric/5196839/Gamma+Ray/Dethrone+Tyranny,Dethrone Tyranny,Gamma Ray
/lyric/5196847/Gamma+Ray/Eagle,Eagle,Gamma Ray
/lyric/5196845/Gamma+Ray/Fire+Below,Fire Below,Gamma Ray
/lyric/5196846/Gamma+Ray/Follow+Me,Follow Me,Gamma Ray
/lyric/5196840/Gamma+Ray/The+Heart+of+the+Unicorn,The Heart of the Unicorn,Gamma Ray
/lyric/5196841/Gamma+Ray/Heaven+or+Hell,Heaven or Hell,Gamma Ray
/lyric/5196838/Gamma+Ray/Induction,Induction,Gamma Ray
/lyric/5196848/Gamma+Ray/Lake+of+Tears,Lake of Tears,Gamma Ray
/lyric/5196842/Gamma+Ray/New+World+Order,New World Order,Gamma Ray
/lyric/5196844/Gamma+Ray/Solid,Solid,Gamma Ray
/lyric/6615307/Gamma+Ray/I+Want+Out+%5B%2A%5D,I Want Out [*],Gamma Ray
/lyric/6615301/Gamma+Ray/Victim+of+Fate,Victim of Fate,Gamma Ray
/lyric/8408246/Gamma+Ray/Blood+Religion,Blood Religion,Gamma Ray
/lyric/8408243/Gamma+Ray/Fight,Fight,Gamma Ray
/lyric/8408245/Gamma+Ray/Hell+Is+Thy+Home,Hell Is Thy Home,Gamma Ray
/lyric/8408250/Gamma+Ray/How+Long,How Long,Gamma Ray
/lyric/8408249/Gamma+Ray/Majesty,Majesty,Gamma Ray
/lyric/8408242/Gamma+Ray/My+Temple,My Temple,Gamma Ray
/lyric/8408251/Gamma+Ray/Revelation,Revelation,Gamma Ray
/lyric/8408248/Gamma+Ray/Spiritual+Dictator,Spiritual Dictator,Gamma Ray
/lyric/8408244/Gamma+Ray/Strange+World,Strange World,Gamma Ray
/lyric/8482509/Gamma+Ray/Condemned+to+Hell,Condemned to Hell,Gamma Ray
/lyric/12789589/Gamma+Ray/Hear+Me+Calling,Hear Me Calling,Gamma Ray
/lyric/12789579/Gamma+Ray/Into+the+Storm,Into the Storm,Gamma Ray
/lyric/12789584/Gamma+Ray/Leaving+Hell,Leaving Hell,Gamma Ray
/lyric/12789588/Gamma+Ray/Real+World,Real World,Gamma Ray
/lyric/10566929/Gandalf/Life+Is+Love,Life Is Love,Gandalf
/lyric/1530611/Gandalf/Can+You+Travel+in+the+Dark+Alone,Can You Travel in the Dark Alone,Gandalf
/lyric/1530606/Gandalf/Golden+Earrings,Golden Earrings,Gandalf
/lyric/1530615/Gandalf/I+Watch+the+Moon,I Watch the Moon,Gandalf
/lyric/1530609/Gandalf/Scarlet+Ribbons,Scarlet Ribbons,Gandalf
/lyric/2960571/Gandalf/The+Cradle,The Cradle,Gandalf
/lyric/2960569/Gandalf/End+of+Time,End of Time,Gandalf
/lyric/2960573/Gandalf/Fade+Away,Fade Away,Gandalf
/lyric/2960570/Gandalf/Marionette,Marionette,Gandalf
/lyric/2960578/Gandalf/Never+Again,Never Again,Gandalf
/lyric/28833545/Gang+Gang+Dance/Vacuum,Vacuum,Gang Gang Dance
/lyric/13115805/Gang+Green/Alcohol,Alcohol,Gang Green
/lyric/6027998/Gang+of+Four/Love+Like+Anthrax,Love Like Anthrax,Gang of Four
/lyric/7710425/Gang+of+Four/5-45,5-45,Gang of Four
/lyric/788616/Gang+of+Four/5.45,5.45,Gang of Four
/lyric/788621/Gang+of+Four/Armalite+Rifle,Armalite Rifle,Gang of Four
/lyric/788614/Gang+of+Four/Contract,Contract,Gang of Four
/lyric/788606/Gang+of+Four/Ether,Ether,Gang of Four
/lyric/788613/Gang+of+Four/Glass,Glass,Gang of Four
/lyric/788611/Gang+of+Four/Guns+Before+Butter,Guns Before Butter,Gang of Four
/lyric/788612/Gang+of+Four/I+Found+That+Essence+Rare,I Found That Essence Rare,Gang of Four
/lyric/285386/Gang+of+Four/Cheeseburger,Cheeseburger,Gang of Four
/lyric/285390/Gang+of+Four/He%27d+Send+in+the+Army,He'd Send in the Army,Gang of Four
/lyric/285389/Gang+of+Four/A+Hole+in+the+Wallet,A Hole in the Wallet,Gang of Four
/lyric/285383/Gang+of+Four/If+I+Could+Keep+It+for+Myself,If I Could Keep It for Myself,Gang of Four
/lyric/285388/Gang+of+Four/In+the+Ditch,In the Ditch,Gang of Four
/lyric/285384/Gang+of+Four/Outside+the+Trains+Don%27t+Run+on+Time,Outside the Trains Don't Run on Time,Gang of Four
/lyric/285381/Gang+of+Four/Paralysed,Paralysed,Gang of Four
/lyric/285382/Gang+of+Four/What+We+All+Want,What We All Want,Gang of Four
/lyric/285385/Gang+of+Four/Why+Theory%3F,Why Theory?,Gang of Four
/lyric/5189595/Gang+of+Four/Capital,Capital,Gang of Four
/lyric/5189597/Gang+of+Four/Cheeseburger+%5BLive%5D,Cheeseburger [Live],Gang of Four
/lyric/17883087/Gang+of+Four/Life%2C+It%27s+a+Shame,"Life, It's a Shame",Gang of Four
/lyric/1046079/Gang+of+Four/It+Is+Not+Enough,It Is Not Enough,Gang of Four
/lyric/1046080/Gang+of+Four/Life%21+It%27s+a+Shame,Life! It's a Shame,Gang of Four
/lyric/1046083/Gang+of+Four/Muscle+for+Brains,Muscle for Brains,Gang of Four
/lyric/1046084/Gang+of+Four/Of+the+Instant,Of the Instant,Gang of Four
/lyric/53815/Gang+of+Four/Arabic,Arabic,Gang of Four
/lyric/53810/Gang+of+Four/I+Fled,I Fled,Gang of Four
/lyric/53817/Gang+of+Four/Independence,Independence,Gang of Four
/lyric/53809/Gang+of+Four/Is+It+Love,Is It Love,Gang of Four
/lyric/53814/Gang+of+Four/It+Don%27t+Matter,It Don't Matter,Gang of Four
/lyric/53813/Gang+of+Four/A+Man+With+a+Good+Car,A Man With a Good Car,Gang of Four
/lyric/53816/Gang+of+Four/A+Piece+of+My+Heart,A Piece of My Heart,Gang of Four
/lyric/53811/Gang+of+Four/Silver+Lining,Silver Lining,Gang of Four
/lyric/53812/Gang+of+Four/Woman+Town,Woman Town,Gang of Four
/lyric/387413/Gang+of+Four/At+Home+He%27s+a+Tourist,At Home He's a Tourist,Gang of Four
/lyric/387415/Gang+of+Four/Call+Me+Up,Call Me Up,Gang of Four
/lyric/387412/Gang+of+Four/Damaged+Goods,Damaged Goods,Gang of Four
/lyric/387408/Gang+of+Four/History+of+the+World,History of the World,Gang of Four
/lyric/387409/Gang+of+Four/I+Love+a+Man+in+Uniform,I Love a Man in Uniform,Gang of Four
/lyric/387414/Gang+of+Four/I+Will+Be+a+Good+Boy,I Will Be a Good Boy,Gang of Four
/lyric/387405/Gang+of+Four/We+Live+as+We+Dream%2C+Alone,"We Live as We Dream, Alone",Gang of Four
/lyric/778577/Gang+of+Four/Capital+%28It+Fails+Us+Now%29,Capital (It Fails Us Now),Gang of Four
/lyric/778571/Gang+of+Four/It%27s+Her+Factory,It's Her Factory,Gang of Four
/lyric/778567/Gang+of+Four/Natural%27s+Not+in+It,Natural's Not in It,Gang of Four
/lyric/778568/Gang+of+Four/Not+Great+Men,Not Great Men,Gang of Four
/lyric/778570/Gang+of+Four/Return+the+Gift,Return the Gift,Gang of Four
/lyric/778576/Gang+of+Four/To+Hell+With+Poverty%21,To Hell With Poverty!,Gang of Four
/lyric/778572/Gang+of+Four/What+We+All+Want+%5BLive%5D,What We All Want [Live],Gang of Four
/lyric/53800/Gang+of+Four/5.45+%5BLive%5D,5.45 [Live],Gang of Four
/lyric/53801/Gang+of+Four/At+Home+He%27s+a+Tourist+%5BLive%5D,At Home He's a Tourist [Live],Gang of Four
/lyric/53804/Gang+of+Four/Ether+%5BLive%5D,Ether [Live],Gang of Four
/lyric/53805/Gang+of+Four/Guns+Before+Butter+%5BLive%5D,Guns Before Butter [Live],Gang of Four
/lyric/53807/Gang+of+Four/History%27s+Bunk%21+%5BLive%5D,History's Bunk! [Live],Gang of Four
/lyric/53798/Gang+of+Four/I+Found+That+Essence+Rare+%5BLive%5D,I Found That Essence Rare [Live],Gang of Four
/lyric/53802/Gang+of+Four/Natural%27s+Not+in+It+%5BLive%5D,Natural's Not in It [Live],Gang of Four
/lyric/53803/Gang+of+Four/Not+Great+Men+%5BLive%5D,Not Great Men [Live],Gang of Four
/lyric/53806/Gang+of+Four/Paralysed+%5BLive%5D,Paralysed [Live],Gang of Four
/lyric/53799/Gang+of+Four/Return+the+Gift+%5BLive%5D,Return the Gift [Live],Gang of Four
/lyric/53808/Gang+of+Four/To+Hell+With+Poverty+%5BLive%5D,To Hell With Poverty [Live],Gang of Four
/lyric/4734994/Gang+of+Four/Cadillac,Cadillac,Gang of Four
/lyric/4734998/Gang+of+Four/Don%27t+Fix+What+Ain%27t+Broke,Don't Fix What Ain't Broke,Gang of Four
/lyric/4735004/Gang+of+Four/Hey+Yeah,Hey Yeah,Gang of Four
/lyric/4734999/Gang+of+Four/Impossible,Impossible,Gang of Four
/lyric/4734996/Gang+of+Four/Satellite,Satellite,Gang of Four
/lyric/4735001/Gang+of+Four/Soul+Rebel,Soul Rebel,Gang of Four
/lyric/4735006/Gang+of+Four/World+Falls+Apart,World Falls Apart,Gang of Four
/lyric/2369513/Gang+of+Four/Anthrax+%5BLive%5D%5B%23%5D,Anthrax [Live][#],Gang of Four
/lyric/2369534/Gang+of+Four/Call+Me+Up+%5BLive%5D,Call Me Up [Live],Gang of Four
