Url,Song,Band
/lyric/34123431/Lena/Was+It+Love%3F,Was It Love?,Isabella Summers
artist/Lena/701630,Lena,Isabella Summers
/lyric/8573484/Isabella+Taviani/Medo+da+Chuva,Medo da Chuva,Isabella Taviani
/lyric/7601555/Isabelle+Antena/Nothing+to+Lose,Nothing to Lose,Isabelle Antena
/lyric/9899078/Isabelle+Antena/Aquarius,Aquarius,Isabelle Antena
/lyric/7696818/Defaye%2C+J.M.+Et+Son+Orchestre/Un+Premier+Amour,Un Premier Amour,Isabelle Aubret
artist/Defaye%2C%20J.M.%20Et%20Son%20Orchestre/0,"Defaye, J.M. Et Son Orchestre",Isabelle Aubret
/lyric/7047337/Isabelle+Aubret/La+Source,La Source,Isabelle Aubret
/lyric/5589340/Isabelle+Boulay/L%27+Amour+Dans+l%27%C3%82me,L' Amour Dans l'Âme,Isabelle Boulay
/lyric/5589343/Isabelle+Boulay/C%27%C3%89tait+l%27Hiver,C'Était l'Hiver,Isabelle Boulay
/lyric/5589337/Isabelle+Boulay/L%27+H%C3%A9ro%C3%AFne+de+Cette+Histoire,L' Héroïne de Cette Histoire,Isabelle Boulay
/lyric/5589339/Isabelle+Boulay/N%27Oubliez+Jamais,N'Oubliez Jamais,Isabelle Boulay
/lyric/5589336/Isabelle+Boulay/Le+Saule,Le Saule,Isabelle Boulay
/lyric/5499982/Isabelle+Boulay/Jeu+Tentant,Jeu Tentant,Isabelle Boulay
/lyric/5499987/Isabelle+Boulay/Mieux+Qu%27ici-Bas,Mieux Qu'ici-Bas,Isabelle Boulay
/lyric/5499981/Isabelle+Boulay/Parle-Moi,Parle-Moi,Isabelle Boulay
/lyric/5499985/Isabelle+Boulay/Trop+de+Choses,Trop de Choses,Isabelle Boulay
/lyric/6703799/Isabelle+Boulay/Ma+Fille,Ma Fille,Isabelle Boulay
/lyric/6703803/Isabelle+Boulay/La+Mamma,La Mamma,Isabelle Boulay
