Url,Song,Band
/lyric/6625799/Eric+Reyes+Cedar/The+Shadow+of+Your+Smile+%5BWebster-Mandel%5D,The Shadow of Your Smile [Webster-Mandel],Eric Reyes Cedar
/lyric/2639088/Scarlet+Rivera/It+Came+Upon+a+Midnight+Clear,It Came Upon a Midnight Clear,Eric Rigler
artist/Scarlet%20Rivera/20195,Scarlet Rivera,Eric Rigler
/lyric/2996330/Eric+Rigler/O+Little+Town+of+Bethlehem,O Little Town of Bethlehem,Eric Rigler
/lyric/6940731/Eric+Roberson/Change+for+Me,Change for Me,Eric Roberson
/lyric/6940732/Eric+Roberson/I+Have+a+Song+%5B%2A%5D,I Have a Song [*],Eric Roberson
/lyric/6940722/Eric+Roberson/Right+Back+to+Me,Right Back to Me,Eric Roberson
/lyric/6940727/Eric+Roberson/She+Ought+to+Know,She Ought to Know,Eric Roberson
/lyric/10686845/Eric+Roberson/Softest+Lips,Softest Lips,Eric Roberson
/lyric/10575179/Eric+Roberson/Iluvu2much,Iluvu2much,Eric Roberson
artist/Algebra%20Blessett/346096,Algebra Blessett,Eric Roberson
/lyric/17589863/Lalah+Hathaway/Dealing,Dealing,Eric Roberson
artist/Lalah%20Hathaway/4452,Lalah Hathaway,Eric Roberson
/lyric/24834091/Eric+Roberson/At+the+Same+Time,At the Same Time,Eric Roberson
/lyric/24834098/Eric+Roberson/Picture+Perfect,Picture Perfect,Eric Roberson
artist/Phonte%20Coleman/743531,Phonte Coleman,Eric Roberson
/lyric/31020768/Eric+Roberson/The+Box,The Box,Eric Roberson
/lyric/31020762/Eric+Roberson/The+Cycle,The Cycle,Eric Roberson
/lyric/31020758/Eric+Roberson/Do+the+Same+for+Me,Do the Same for Me,Eric Roberson
/lyric/31020766/Eric+Roberson/Don%27t+Hide+Your+Wings,Don't Hide Your Wings,Eric Roberson
/lyric/31020763/Eric+Roberson/Haunted,Haunted,Eric Roberson
/lyric/31020767/Eric+Roberson/I%27m+Not+Trying+to+Keep+Score+No+More,I'm Not Trying to Keep Score No More,Eric Roberson
/lyric/31020765/Eric+Roberson/Just+Imagine,Just Imagine,Eric Roberson
/lyric/31020769/Eric+Roberson/Lust+for+Love,Lust for Love,Eric Roberson
/lyric/31020760/Eric+Roberson/Mark+on+Me,Mark on Me,Eric Roberson
/lyric/31020759/Eric+Roberson/Punch+Drunk+Love,Punch Drunk Love,Eric Roberson
/lyric/31020761/Eric+Roberson/Warm,Warm,Eric Roberson
/lyric/33074373/Eric+Roberson/It%27s+So+Easy,It's So Easy,Eric Roberson
artist/Phonte/732741,Phonte,Eric Roberson
/lyric/8395798/Eric+Roche/Jump,Jump,Eric Roche
/lyric/8395800/Eric+Roche/Killer,Killer,Eric Roche
/lyric/11627794/Eric+Roman/Live+the+Life,Live the Life,Eric Roman
/lyric/33329255/Gustaf+Nor%C3%A9n/Wide+Awake+%5BRed+Mix%5D,Wide Awake [Red Mix],Eric Saade
artist/Gustaf%20Nor%C3%A9n/583961,Gustaf Norén,Eric Saade
artist/Filatov%20%26%20Karas/3257416,Filatov & Karas,Eric Saade
/lyric/33145890/Gustaf+Nor%C3%A9n/Wide+Awake,Wide Awake,Eric Saade
artist/Gustaf%20Nor%C3%A9n/583961,Gustaf Norén,Eric Saade
/lyric/22392174/Eric+Saade/Break+of+Dawn,Break of Dawn,Eric Saade
/lyric/22392169/Eric+Saade/I%27ll+Be+Alright,I'll Be Alright,Eric Saade
/lyric/22392166/Eric+Saade/It%27s+Like+That+with+You,It's Like That with You,Eric Saade
/lyric/22392172/Eric+Saade/Manboy,Manboy,Eric Saade
/lyric/2496886/Hubert+Sumlin/Down+in+the+Bottom,Down in the Bottom,Eric Sardinas
artist/Hubert%20Sumlin/537,Hubert Sumlin,Eric Sardinas
/lyric/2496884/Eric+Sardinas/I+Can%27t+Be+Satisfied,I Can't Be Satisfied,Eric Sardinas
/lyric/2496878/Eric+Sardinas/My+Baby%27s+Got+Something,My Baby's Got Something,Eric Sardinas
/lyric/2496880/Eric+Sardinas/Rollin%27+and+Tumblin%27,Rollin' and Tumblin',Eric Sardinas
/lyric/2496887/Johnny+Winter/Tired+of+Tryin%27,Tired of Tryin',Eric Sardinas
artist/Johnny%20Winter/5853,Johnny Winter,Eric Sardinas
/lyric/2496875/Eric+Sardinas/Write+Me+a+Few+Lines,Write Me a Few Lines,Eric Sardinas
/lyric/6484612/Eric+Sardinas/Bittersweet,Bittersweet,Eric Sardinas
/lyric/5453885/Eric+Schneider/The+Nearness+of+You,The Nearness of You,Eric Schneider
/lyric/6414733/Eric+Schneider/I%27m+Getting+Sentimental+Over+You,I'm Getting Sentimental Over You,Eric Schneider
/lyric/6414734/Eric+Schneider/In+a+Sentimental+Mood,In a Sentimental Mood,Eric Schneider
/lyric/645020/Eric+Schoenberg/Lady+Madonna,Lady Madonna,Eric Schoenberg
/lyric/7806011/Eric+Schwartz/Telltale+Kitchen,Telltale Kitchen,Eric Schwartz
/lyric/1409176/Eric+Scortia/Eleanor+Rigby,Eleanor Rigby,Eric Scortia
/lyric/2589679/Eric+Serra/The+Experience+of+Love,The Experience of Love,Eric Serra
/lyric/8031101/Eric+Shifrin/Blueberry+Hill,Blueberry Hill,Eric Shifrin
/lyric/8031106/Eric+Shifrin/On+the+Sunny+Side+of+the+Street,On the Sunny Side of the Street,Eric Shifrin
/lyric/8031095/Eric+Shifrin/Once+in+a+While,Once in a While,Eric Shifrin
/lyric/8031100/Eric+Shifrin/Over+the+Rainbow,Over the Rainbow,Eric Shifrin
/lyric/8031107/Eric+Shifrin/Polka+Dots+and+Moonbeams,Polka Dots and Moonbeams,Eric Shifrin
/lyric/8031104/Eric+Shifrin/Ruby,Ruby,Eric Shifrin
/lyric/8031099/Eric+Shifrin/You+Took+Advantage+of+Me,You Took Advantage of Me,Eric Shifrin
/lyric/11371875/Eric+Shifrin/The+Boulevard+of+Broken+Dreams,The Boulevard of Broken Dreams,Eric Shifrin
