Url,Song,Band
/lyric/1895688/Sax+Gordon/Have+Horn+Will+Travel,Have Horn Will Travel,Sax Gordon
/lyric/1895690/Sax+Gordon/Melancholy+Serenade,Melancholy Serenade,Sax Gordon
/lyric/9065218/Sax+Gordon/Have+Yourself+a+Merry+Little+Christmas,Have Yourself a Merry Little Christmas,Sax Gordon
/lyric/9065217/Sax+Gordon/Santa+Claus+Is+Coming+to+Town,Santa Claus Is Coming to Town,Sax Gordon
/lyric/8747753/Sax-of-Praise/Over+the+Rainbow,Over the Rainbow,Sax-of-Praise
/lyric/530133/Saxon/Backs+to+the+Wall,Backs to the Wall,Saxon
/lyric/530130/Saxon/Big+Teaser,Big Teaser,Saxon
/lyric/530129/Saxon/Frozen+Rainbow,Frozen Rainbow,Saxon
/lyric/530131/Saxon/Judgement+Day,Judgement Day,Saxon
/lyric/6236380/Saxon/Militia+Guard,Militia Guard,Saxon
/lyric/530132/Saxon/Stallions+of+the+Highway,Stallions of the Highway,Saxon
/lyric/530134/Saxon/Still+Fit+to+Boogie,Still Fit to Boogie,Saxon
/lyric/17844959/Saxon/Heavy+Metal+Thinder+%5BAbbey+Road+Mix+%2709%27+%5BBonus+Track%5D+%5BRemix%5D+%5B%2A%5D,Heavy Metal Thinder [Abbey Road Mix '09' [Bonus Track] [Remix] [*],Saxon
/lyric/4022829/Saxon/Midnight+Rider,Midnight Rider,Saxon
/lyric/4022825/Saxon/Out+of+Control,Out of Control,Saxon
/lyric/4022826/Saxon/Rough+and+Ready,Rough and Ready,Saxon
/lyric/1167439/Saxon/And+the+Bands+Played+On,And the Bands Played On,Saxon
/lyric/1167449/Saxon/The+Crusader,The Crusader,Saxon
/lyric/1167448/Saxon/Denim+and+Leather,Denim and Leather,Saxon
/lyric/1167441/Saxon/Ride+Like+the+Wind,Ride Like the Wind,Saxon
/lyric/1167444/Saxon/See+the+Light+Shining,See the Light Shining,Saxon
/lyric/349940/Saxon/20%2C000+Feet,"20,000 Feet",Saxon
