Url,Song,Band
/lyric/7146595/Shifty/All+Along,All Along,Shifty
/lyric/7146592/Shifty/A+Better+Place,A Better Place,Shifty
/lyric/7146585/Shifty/Ez+Cuz+You%27re+Beautiful,Ez Cuz You're Beautiful,Shifty
/lyric/7146588/Shifty/Lolita,Lolita,Shifty
/lyric/7146589/Shifty/Magical,Magical,Shifty
/lyric/7146590/Shifty/Shorty+Rock,Shorty Rock,Shifty
/lyric/7146586/Shifty/Slide+Along+Side,Slide Along Side,Shifty
/lyric/7146584/Shifty/Special,Special,Shifty
/lyric/7146594/Shifty/Take+Away+the+Pain,Take Away the Pain,Shifty
/lyric/7146587/Shifty/Turning+Me+On,Turning Me On,Shifty
/lyric/7146593/Shifty/When+We+Were+Young,When We Were Young,Shifty
/lyric/389457/Shigeaki+Ikeno/Bye+Bye+Blues,Bye Bye Blues,Shigeaki Ikeno
/lyric/389461/Shigeaki+Ikeno/Lover%2C+Come+Back+to+Me,"Lover, Come Back to Me",Shigeaki Ikeno
/lyric/389465/Shigeaki+Ikeno/Zing%21+Went+the+Strings+of+My+Heart,Zing! Went the Strings of My Heart,Shigeaki Ikeno
/lyric/990068/Shigeaki+Ikeno/Deep+Purple,Deep Purple,Shigeaki Ikeno
/lyric/990078/Shigeaki+Ikeno/The+Girl+from+Ipanema,The Girl from Ipanema,Shigeaki Ikeno
/lyric/990070/Shigeaki+Ikeno/My+Foolish+Heart,My Foolish Heart,Shigeaki Ikeno
/lyric/5642691/Shigeharu+Mukai/The+Nearness+of+You,The Nearness of You,Shigeharu Mukai
/lyric/1200705/Shihad/Bitter,Bitter,Shihad
/lyric/1200702/Shihad/The+Call,The Call,Shihad
/lyric/1200704/Shihad/Debs+Night+Out,Debs Night Out,Shihad
/lyric/1200703/Shihad/Envy,Envy,Shihad
/lyric/1200706/Shihad/For+What+You+Burn,For What You Burn,Shihad
/lyric/1200708/Shihad/Get+Up,Get Up,Shihad
/lyric/1200701/Shihad/Gimme+Gimme,Gimme Gimme,Shihad
/lyric/1200707/Shihad/Silvercup,Silvercup,Shihad
/lyric/1200700/Shihad/You+Again,You Again,Shihad
/lyric/1959050/Shihad/Attack,Attack,Shihad
/lyric/1959057/Shihad/Boat+Song,Boat Song,Shihad
/lyric/1959046/Shihad/A+Day+Away,A Day Away,Shihad
/lyric/1959053/Shihad/Ghost+from+the+Past,Ghost from the Past,Shihad
/lyric/1959047/Shihad/Hate+Boys,Hate Boys,Shihad
/lyric/1959045/Shihad/Home+Again,Home Again,Shihad
/lyric/1959048/Shihad/It%27s+a+Go,It's a Go,Shihad
/lyric/1959049/Shihad/La++La+Land,La  La Land,Shihad
/lyric/1959052/Shihad/Leo+Song,Leo Song,Shihad
/lyric/1959055/Shihad/Missionary,Missionary,Shihad
/lyric/1959056/Shihad/Outta+Phase,Outta Phase,Shihad
/lyric/1959051/Shihad/Pig+Bop,Pig Bop,Shihad
/lyric/1959054/Shihad/Yr%27+Head+Is+a+Rock,Yr' Head Is a Rock,Shihad
/lyric/6145135/Shihad/The+General+Electric,The General Electric,Shihad
/lyric/6145140/Shihad/Just+Like+Everybody+Else,Just Like Everybody Else,Shihad
/lyric/6145144/Shihad/Life+in+Cars,Life in Cars,Shihad
/lyric/6145143/Shihad/The+Metal+Song,The Metal Song,Shihad
/lyric/6145139/Shihad/Only+Time,Only Time,Shihad
/lyric/6145137/Shihad/Pacifier,Pacifier,Shihad
/lyric/6145142/Shihad/Spacing,Spacing,Shihad
