Url,Song,Band
/lyric/30780268/Kris+Thomas/Adorn+%5BThe+Voice+Performance%5D,Adorn [The Voice Performance],Kris Thomas
/lyric/30781905/Kris+Thomas/When+I+Was+Your+Man+%5BThe+Voice+Performance%5D,When I Was Your Man [The Voice Performance],Kris Thomas
/lyric/11104371/Krisanthi+Pappas/Embraceable+You,Embraceable You,Krisanthi Pappas
/lyric/11104372/Krisanthi+Pappas/A+Foggy+Day,A Foggy Day,Krisanthi Pappas
/lyric/11104379/Krisanthi+Pappas/I%27ve+Got+a+Crush+on+You,I've Got a Crush on You,Krisanthi Pappas
/lyric/11104382/Krisanthi+Pappas/Let%27s+Call+the+Whole+Thing+Off,Let's Call the Whole Thing Off,Krisanthi Pappas
/lyric/11104376/Krisanthi+Pappas/Nice+Work+If+You+Can+Get+It,Nice Work If You Can Get It,Krisanthi Pappas
/lyric/11104374/Krisanthi+Pappas/Our+Love+Is+Here+to+Stay,Our Love Is Here to Stay,Krisanthi Pappas
/lyric/11104381/Krisanthi+Pappas/Someone+to+Watch+Over+Me,Someone to Watch Over Me,Krisanthi Pappas
/lyric/4277631/Krisanthi+Pappas/Back+in+Your+Own+Backyard,Back in Your Own Backyard,Krisanthi Pappas
/lyric/4277635/Krisanthi+Pappas/Corner+of+the+Sky,Corner of the Sky,Krisanthi Pappas
/lyric/4277637/Krisanthi+Pappas/You+Make+Me+Feel+So+Young,You Make Me Feel So Young,Krisanthi Pappas
/lyric/5356613/Krisanthi+Pappas/It+Don%27t+Mean+a+Thing+%28If+It+Ain%27t+Got+That+Swing%29,It Don't Mean a Thing (If It Ain't Got That Swing),Krisanthi Pappas
/lyric/5356614/Krisanthi+Pappas/Sing+Sing+Sing,Sing Sing Sing,Krisanthi Pappas
/lyric/5356611/Krisanthi+Pappas/Stardust,Stardust,Krisanthi Pappas
/lyric/32602131/Patoranking/Inconsiderate,Inconsiderate,Krishane
artist/Patoranking/2969307,Patoranking,Krishane
/lyric/18716891/Krishna+Das/Narayana%2FFor+Your+Love,Narayana/For Your Love,Krishna Das
/lyric/6581491/Krisiun/Scourged+Centuries,Scourged Centuries,Krisiun
/lyric/6581494/Krisiun/Sentinel+of+the+Fallen+Earth,Sentinel of the Fallen Earth,Krisiun
/lyric/6581495/Krisiun/Shadows,Shadows,Krisiun
/lyric/6581490/Krisiun/Slaughtering+Void,Slaughtering Void,Krisiun
/lyric/6581486/Krisiun/Thorns+of+Heaven,Thorns of Heaven,Krisiun
/lyric/6581492/Krisiun/War+Ritual,War Ritual,Krisiun
/lyric/6581493/Krisiun/Wolfen+Tyranny,Wolfen Tyranny,Krisiun
/lyric/6581489/Krisiun/Works+of+Carnage,Works of Carnage,Krisiun
/lyric/7508963/Krisiun/Ominous,Ominous,Krisiun
/lyric/4452540/Krispies/Lover,Lover,Krispies
/lyric/4452549/Krispies/Smile,Smile,Krispies
/lyric/19259035/Krissy+%26+Ericka/Don%27t+Say+You+Love+Me,Don't Say You Love Me,Krissy & Ericka
/lyric/14159918/Krista+Strader/Danny+Boy,Danny Boy,Krista Strader
/lyric/1514315/Kristeen+Young/Cherry,Cherry,Kristeen Young
/lyric/7605790/Kristen/Bewitched%2C+Bothered+and+Bewildered,"Bewitched, Bothered and Bewildered",Kristen
/lyric/7605791/Kristen/It%27s+Only+a+Paper+Moon,It's Only a Paper Moon,Kristen
/lyric/7605795/Kristen/L-O-V-E,L-O-V-E,Kristen
/lyric/7605787/Kristen/Nice+Work+If+You+Can+Get+It,Nice Work If You Can Get It,Kristen
/lyric/7605788/Kristen/Straighten+Up+and+Fly+Right,Straighten Up and Fly Right,Kristen
/lyric/1338687/Kristen+Barry/Big+Girl,Big Girl,Kristen Barry
/lyric/1338681/Kristen+Barry/Cool,Cool,Kristen Barry
/lyric/1338682/Kristen+Barry/Created,Created,Kristen Barry
/lyric/1338684/Kristen+Barry/Don%27t+Cry,Don't Cry,Kristen Barry
/lyric/1338685/Kristen+Barry/Foolishness,Foolishness,Kristen Barry
/lyric/1338691/Kristen+Barry/God+in+the+Box,God in the Box,Kristen Barry
/lyric/1338683/Kristen+Barry/Gotta+Go,Gotta Go,Kristen Barry
/lyric/1338680/Kristen+Barry/I+Swear,I Swear,Kristen Barry
/lyric/1338679/Kristen+Barry/Nothing%27s+Too+Good,Nothing's Too Good,Kristen Barry
/lyric/1338688/Kristen+Barry/Paralyzed,Paralyzed,Kristen Barry
/lyric/1338686/Kristen+Barry/Seeing+Gun,Seeing Gun,Kristen Barry
/lyric/1338690/Kristen+Barry/Take+It+Away,Take It Away,Kristen Barry
/lyric/1338689/Kristen+Barry/Why+Are+You+Wasting+My+Time,Why Are You Wasting My Time,Kristen Barry
/lyric/860081/Kristen+Hall/Let+It+Rain,Let It Rain,Kristen Hall
/lyric/860075/Kristen+Hall/Nothing,Nothing,Kristen Hall
/lyric/30889141/Kristen+Justice/Shape+This+Love,Shape This Love,Kristen Justice
/lyric/30889139/Kristen+Justice/Sweet+Love,Sweet Love,Kristen Justice
/lyric/21903659/Modern+Day+Drifters/Lost+in+Yourself,Lost in Yourself,Kristen Kelly
artist/Modern%20Day%20Drifters/1139861,Modern Day Drifters,Kristen Kelly
/lyric/26741890/Kristen+Kelly/Ex-Old+Man,Ex-Old Man,Kristen Kelly
/lyric/18559049/Kristen+Lawrence/Cats+In+the+Catacombs,Cats In the Catacombs,Kristen Lawrence
/lyric/18559048/Kristen+Lawrence/Dark+Glass,Dark Glass,Kristen Lawrence
/lyric/18559051/Kristen+Lawrence/Flappy+Bat,Flappy Bat,Kristen Lawrence
