Url,Song,Band
/lyric/1074170/Louis+Hayes/If+You+Could+See+Me+Now,If You Could See Me Now,Louis Hayes
/lyric/29456079/Louis+Hayes/The+Song+is+You,The Song is You,Louis Hayes
artist/Louis%20Hayes%20%26%20Company/546287,Louis Hayes & Company,Louis Hayes
/lyric/9031524/Louis+Hayes/Autumn+Leaves,Autumn Leaves,Louis Hayes
/lyric/30825923/Louis+Hayes/Lush+Life,Lush Life,Louis Hayes
/lyric/519493/Louis+Jordan/But+I%27ll+Be+Back,But I'll Be Back,Louis Jordan
/lyric/519491/Louis+Jordan/Doug+the+Jitterbug,Doug the Jitterbug,Louis Jordan
/lyric/519492/Louis+Jordan/Honeysuckle+Rose,Honeysuckle Rose,Louis Jordan
/lyric/519509/Louis+Jordan/Open+the+Door%2C+Richard,"Open the Door, Richard",Louis Jordan
/lyric/763827/Louis+Jordan/A+Chicken+Ain%27t+Nothin%27+But+a+Bird,A Chicken Ain't Nothin' But a Bird,Louis Jordan
/lyric/748240/Louis+Jordan/I+Like+%27Em+Fat+Like+That,I Like 'Em Fat Like That,Louis Jordan
/lyric/263548/Louis+Jordan/Away+from+You,Away from You,Louis Jordan
artist/Tympany%20Five/198865,Tympany Five,Louis Jordan
artist/Rodney%20Sturgis/318426,Rodney Sturgis,Louis Jordan
/lyric/263550/Louis+Jordan/Brotherly+Love+%28Wrong+Ideas%29,Brotherly Love (Wrong Ideas),Louis Jordan
artist/Tympany%20Five/198865,Tympany Five,Louis Jordan
/lyric/263554/Louis+Jordan/It%27s+a+Low+Down+Dirty+Shame,It's a Low Down Dirty Shame,Louis Jordan
artist/Tympany%20Five/198865,Tympany Five,Louis Jordan
/lyric/263541/Louis+Jordan/Somebody+Done+Hoodooed+the+Hoodoo+Man,Somebody Done Hoodooed the Hoodoo Man,Louis Jordan
artist/Tympany%20Five/198865,Tympany Five,Louis Jordan
/lyric/73827/Louis+Jordan/I+Believe+in+Music,I Believe in Music,Louis Jordan
/lyric/73816/Louis+Jordan/Don%27t+Worry+%27Bout+That+Mule,Don't Worry 'Bout That Mule,Louis Jordan
/lyric/73814/Louis+Jordan/I%27m+Gonna+Move+to+the+Outskirts+of+Town,I'm Gonna Move to the Outskirts of Town,Louis Jordan
/lyric/73820/Louis+Jordan/Is+You+Is+or+Is+You+Ain%27t+My+Baby%3F,Is You Is or Is You Ain't My Baby?,Louis Jordan
/lyric/72797/Louis+Jordan/Ain%27t+Nobody+Here+But+Us+Chickens,Ain't Nobody Here But Us Chickens,Louis Jordan
/lyric/72809/Louis+Jordan/Don%27t+Let+the+Sun+Catch+You+Crying,Don't Let the Sun Catch You Crying,Louis Jordan
/lyric/72805/Louis+Jordan/Five+Guys+Named+Moe,Five Guys Named Moe,Louis Jordan
/lyric/72801/Louis+Jordan/Knock+Me+a+Kiss,Knock Me a Kiss,Louis Jordan
/lyric/72796/Louis+Jordan/Let+the+Good+Times+Roll,Let the Good Times Roll,Louis Jordan
/lyric/4924453/Louis+Jordan/The+Nearness+of+You,The Nearness of You,Louis Jordan
/lyric/4924460/Louis+Jordan/Route+66,Route 66,Louis Jordan
/lyric/924179/Louis+Jordan/Life+Is+So+Peculiar,Life Is So Peculiar,Louis Jordan
artist/Louis%20Armstrong/52456,Louis Armstrong,Louis Jordan
