Band,Lyrics,Song
Hector el Father,"Interrumpido queda el sueño por su despertador  
Agotada por la fiesta de la noche anterior  
Con maquillaje todavía, que la hacia ver mejor  
Pero no le trajo amor, hay que dolor  
 
Tantos fines de semanas sin haber podido hallar  
Entre lluvias y tabernas quien la pueda valorar  
Cada vez que llega el lunes tiene que ir a trabajar  
Sin pareja y sin moral, pues no puede captar  
 
Que un hombre interesado en algo puro en algo serio  
No trae hostigamientos, no viene con misterios  
No busca que se embriague, para invadir su dignidad  
Que un hombre interesado en una buena compañera  
No busca en una noche hacer con ella lo que quiera  
No llega seduciendo con palabrerías que no son verdad  
Cargadas de maldad  
 
Y llora, y llora, y llora, por ser mujer  
Y añora a todas horas, poder tener  
Un propósito en la vida  
Con derecho a ser querida  
Alguien que no solo pida  
Y que la sepa querer  
 
Y llora, y llora, y llora, por ser mujer  
Y añora a todas horas, poder tener  
Un propósito en la vida  
Con derecho a ser querida  
Alguien que no solo pida  
Y que la sepa querer  
 
Cuando cobra la quincena nunca espera para ir  
A la tienda que le ofrezca lo mejor para vestir  
Deseando ya la noche, bien ansiosa por salir  
Desesperada por sentir, alguien que la haga vivir  
 
Un sin numero de discotecas hay para escoger  
Donde busca por un tipo interesado en su querer  
Y aunque abre el corazón para que uno entre en el  
Solo llegan a su piel, pues necesita saber  
 
Que un hombre interesado en algo puro en algo serio  
No trae hostigamientos, no viene con misterios  
No busca que se embriague, para invadir su dignidad  
Que un hombre interesado en una buena compañera  
No busca en una noche hacer con ella lo que quiera  
No llega seduciendo con palabrerías que no son verdad  
Cargadas de maldad  
 
Y llora, y llora, y llora, por ser mujer  
Y añora a todas horas, poder tener  
Un propósito en la vida  
Con derecho a ser querida  
Alguien que no solo pida  
Y que la sepa querer  
 
Y llora, y llora, y llora, por ser mujer  
Y añora a todas horas, poder tener  
Un propósito en la vida  
Con derecho a ser querida  
Alguien que no solo pida  
Y que la sepa querer.",Y Llora
Hector el Father,"Te vi llorar 
(Te vi llorar)
Y se me partió el alma en mil pedazos
No eres la misma mujer(mujer)
Que fuiste alguna vez
Sufres por el
Y sientes pesado el corazón
Yo se que tal vez
El tiempo me dio la razón
Dile
Que el miedo te hace pequeña
Y el dolor se hace gigante
Que ya no ríes ni sueñas
Que ya no eres como antes

Y dile que engañarte no lo hace mas hombre
Cuéntale que ya tu no le perteneces
Ven conmigo no le temas a ese hombre
Déjalo que sabe que no te merece

Y dile que engañarte no lo hace mas hombre
Cuéntale que ya tu no le perteneces
Ven conmigo no le temas a ese hombre
Déjalo que sabe que no te merece

Conmigo vas a ver un nuevo cielo así que rece
Seras feliz como antes
Yo te daré calor, amor y mucho mas que el
Tu sabes que yo

No quiero verte llorar
Y mucho menos por el
De nada te vale pensar
En las veces que te fue infiel

No quiero verte llorar
Y mucho menos por el
De nada te vale pensar
En las veces que te fue infiel

Y dile que engañarte no lo hace mas hombre
Cuéntale que ya tu no le perteneces
Ven conmigo no le temas a ese hombre
Déjalo que sabe que no te merece

Y dile que engañarte no lo hace mas hombre
Cuéntale que ya tu no le perteneces
Ven conmigo no le temas a ese hombre
Déjalo que sabe que no te merece

Que el miedo te hace pequeña
Y el dolor se hace gigante
Que ya no ríes ni sueñas
Que ya no eres como antes

Y dile que engañarte no lo hace mas hombre
Cuéntale que ya tu no le perteneces
Ven conmigo no le temas a ese hombre
Déjalo que sabe que no te merece

Te vi llorar 
(Te vi llorar)
Y se me partió el alma en mil pedazos
No eres la misma mujer
(mujer)
Que fuiste alguna vez
Sufres por el
Y sientes pesado el corazón
Yo se que tal vez
El tiempo me dio la razón
Dile",Te Vi Llorar [Album Version]
Hector el Father,"Te vi llorar 
(Te vi llorar)
Y se me partió el alma en mil pedazos
No eres la misma mujer(mujer)
Que fuiste alguna vez
Sufres por el
Y sientes pesado el corazón
Yo se que tal vez
El tiempo me dio la razón
Dile
Que el miedo te hace pequeña
Y el dolor se hace gigante
Que ya no ríes ni sueñas
Que ya no eres como antes

Y dile que engañarte no lo hace mas hombre
Cuéntale que ya tu no le perteneces
Ven conmigo no le temas a ese hombre
Déjalo que sabe que no te merece

Y dile que engañarte no lo hace mas hombre
Cuéntale que ya tu no le perteneces
Ven conmigo no le temas a ese hombre
Déjalo que sabe que no te merece

Conmigo vas a ver un nuevo cielo así que rece
Seras feliz como antes
Yo te daré calor, amor y mucho mas que el
Tu sabes que yo

No quiero verte llorar
Y mucho menos por el
De nada te vale pensar
En las veces que te fue infiel

No quiero verte llorar
Y mucho menos por el
De nada te vale pensar
En las veces que te fue infiel

Y dile que engañarte no lo hace mas hombre
Cuéntale que ya tu no le perteneces
Ven conmigo no le temas a ese hombre
Déjalo que sabe que no te merece

Y dile que engañarte no lo hace mas hombre
Cuéntale que ya tu no le perteneces
Ven conmigo no le temas a ese hombre
Déjalo que sabe que no te merece

Que el miedo te hace pequeña
Y el dolor se hace gigante
Que ya no ríes ni sueñas
Que ya no eres como antes

Y dile que engañarte no lo hace mas hombre
Cuéntale que ya tu no le perteneces
Ven conmigo no le temas a ese hombre
Déjalo que sabe que no te merece

Te vi llorar 
(Te vi llorar)
Y se me partió el alma en mil pedazos
No eres la misma mujer
(mujer)
Que fuiste alguna vez
Sufres por el
Y sientes pesado el corazón
Yo se que tal vez
El tiempo me dio la razón
Dile",Te Vi Llorar [Bachata Version]
Hector el Father,"Te vi llorar 
(Te vi llorar)
Y se me partió el alma en mil pedazos
No eres la misma mujer(mujer)
Que fuiste alguna vez
Sufres por el
Y sientes pesado el corazón
Yo se que tal vez
El tiempo me dio la razón
Dile
Que el miedo te hace pequeña
Y el dolor se hace gigante
Que ya no ríes ni sueñas
Que ya no eres como antes

Y dile que engañarte no lo hace mas hombre
Cuéntale que ya tu no le perteneces
Ven conmigo no le temas a ese hombre
Déjalo que sabe que no te merece

Y dile que engañarte no lo hace mas hombre
Cuéntale que ya tu no le perteneces
Ven conmigo no le temas a ese hombre
Déjalo que sabe que no te merece

Conmigo vas a ver un nuevo cielo así que rece
Seras feliz como antes
Yo te daré calor, amor y mucho mas que el
Tu sabes que yo

No quiero verte llorar
Y mucho menos por el
De nada te vale pensar
En las veces que te fue infiel

No quiero verte llorar
Y mucho menos por el
De nada te vale pensar
En las veces que te fue infiel

Y dile que engañarte no lo hace mas hombre
Cuéntale que ya tu no le perteneces
Ven conmigo no le temas a ese hombre
Déjalo que sabe que no te merece

Y dile que engañarte no lo hace mas hombre
Cuéntale que ya tu no le perteneces
Ven conmigo no le temas a ese hombre
Déjalo que sabe que no te merece

Que el miedo te hace pequeña
Y el dolor se hace gigante
Que ya no ríes ni sueñas
Que ya no eres como antes

Y dile que engañarte no lo hace mas hombre
Cuéntale que ya tu no le perteneces
Ven conmigo no le temas a ese hombre
Déjalo que sabe que no te merece

Te vi llorar 
(Te vi llorar)
Y se me partió el alma en mil pedazos
No eres la misma mujer
(mujer)
Que fuiste alguna vez
Sufres por el
Y sientes pesado el corazón
Yo se que tal vez
El tiempo me dio la razón
Dile",Te Vi Llorar [Salsa Version]
Héctor Lavoe,"Aquí ya tienes el amor que prefieres
Aquí ya tienes el amigo que quieres
Aquí ya tienes tu ilusión
Buen cariño y un sincero amor

Aquí ya tienes la ilusión de tu vida
Busca lo mismo dale tu calor
Esa pasión que yo se que enloquece
Dame amor, dame amor, mucho amor

Encontrarás alegrías
Y tendrás felicidad
También sabras de lo bueno
El tiempo te lo dirá

Yo se que piensas que todo es mentiras
Puras promesas solo falsedad
Borra en tu mente esa tonteria
Y verás que todito es verdad

",Mucho Amor
Héctor Lavoe,"Yo era un muchachito cuando murió mi viejo
Fue tanta la miseria que mi viejita y yo
Comíamos llorando el pan mugriente y duro
Que horas de miseria mi mano mendigó

Mi pobre viejecita lavando ropa ajena
Quebraba su espinazo al pie del tinajon
Por míseras monedas con qué calmar las penas
Las crueles amarguras de nuestra situación

Fui creciendo a la bartola y en mis años juveniles
Agarré por el camino que mejor me pareció
Me codié con milongueras me acodé con copetines
Y el mejor de mis amigos cuando pudo me vendió

Engreído me hice el guapo y me encerraron entre rejas
Y de preso ni un amigo me ha venido a visitar
Sólo el rostro demacrado y adorado de mi vieja
Se aplastó contra las rejas para poderme besar

Por eso compañeros con tantos desengaños
No me convence nadie con frases de amistad
Y hoy vivo con mi madre quiero endulzar sus años
Y quiero hacer dichosa su noble ancianidad

Me siento tan alegre junto, junto a mi madrecita
Que es el mejor cariño que tiene el corazón
Ese si que es un cariño que nadie me lo quita
Cariño que no engaña ni sabe de traición

A usted amigo que es tan joven
Le daré un consejo de oro deje farras y milongas
Que jamás le han de pesar cuide mucho a su viejita
Que la madre es un tesoro un tesoro que al perderlo
Otro igual no encontrará

Y no haga como aquellos que se gastan en placeres
Y se olvidan de la madre ni le importa su dolor
Que la matan a disgusto y recién cuando se muere,
Se arrepienten y le lloran, no comprenden su valor

¡Su valor!",Consejo de Oro
Héctor Lavoe,"Las horas que a tu lado yo pasaba
Eran las horas mas felices de mi vida
Son horas que en mi mente van grabadas
Y son horas que jamás nunca se olvidan

La muerte con su poder podrá alejarnos
Y con ella bajaría yo hasta la tumba
Pero mientras en mi ser
Viva mi alma y mi corazón
Mis ilusiones bella existencia serán tuyas

La muerte con su poder podrá alejarnos
Y con ella bajaría yo hasta la tumba
Pero mientras en mi ser
Viva mi alma y mi corazón
Mis ilusiones bella existencia serán tuyas

Serán tuyas, serán tuyas

Oye mamacita linda
Oye lo que estoy cantando
Te estoy diciendo te quiero te quiero
Mamita tu me estas matando

Si Dios un día cégara
Ay toda fuente de luz
El unicerso se alumbraría
Con esos ojos lindos que tienes tu

Tu nombre sigue viviendo
Y vivirá en mi recuerdo
Me acuerdo que te quería
Me recuerdo que te quiero

Mami, mami espérame en el cielo
Espérame vida mía
Pues si en la tierra sufrimos
En el cielo todito sera alegría

Ay hace tiempo que quería
Cantarte esta inspiración
Nacida del alma linda
Nacida del corazón

Si amar es un pecado
Quiero ser pecador
Si querer es sacrilegio
Pues sacrílego soy yo

Ay mami dime lo que quieres
No te puedo dar mas ná
Si ya tu tienes mi vida
Que más te puedo yo dar

Toma mamacita linda
Mira que te entrego aquí
Mi vida, mi corazón, mi alma
Soy todito para ti, Tití

Mami amor como el que me das
A mi nunca me habian dado
Este amor es tan sincero
Mas de lo que había deseado

Mia na'má, mia na'má",Felices Horas
Héctor Lavoe,"Seguro firme y decidido
Buscando u na mejor sonoridad
Agrupamos el sabor con el ritmo
Dándole vida a este conjunto musical

Unidos en una sola pieza
Modernos los rumberos nos vamos a tocar
Rechazando a aquel que nos combate
Y respetando a quien no sepa respetar

Pa' Lante alta la frente
De frente vamos a demostrar
Que no nuestro no fue un golpe de suerte
Somos hacha y machete y esta es la verdad

Fuerte fuerte hacha y machete",Hacha y Machete
Héctor Lavoe,"Salomé no está llorando
Los martirios de sus penas
Es mentira nunca ha sido mujer buena
Con humano corazón

Mujer falacia impostora de caricias
Tu beso es virus que al alma envenena
Sobre tus ansias un corazón de piedra
Con las maldades que encierra la codicia

Mujer falacia impostora de caricias
Tu beso es virus que al alma envenena
Sobre tus ansias un corazón de piedra
Con las maldades que encierra la codicia

Mentira

Ay Salomé te quiere a ti
Salomé no te engaña nunca
El siente tus penas, siente sus delirios
Dice que te quiere
Ay Salomé
Ay Salo Salomé
Salomé no te engaña mami
Mentira, mentira son

Ay mentira mentirosa
Salomé te adora a ti
Escucha lo que te digo
Para que puedas pensar
cuándo se puede así amar
a un ser que sea bien querido
y viene con la mentira
oye cómo me has venido
ay mentirosa
mujer mala y traicionera
eh que no te quiero más
vete a mentir a otro lado

Ay por estar mintiendo siempre
Un día a ti te va a pasar
Que sola vas a quedar
Eh te lo digo desde ahora
Escúchame Salomé
Mujer mala y traicionera
Ay que no te quiero más
Por mi madre no te adoro más
Que sola te vo' a dejar
Con la mentira

Ay el día que quedes sola
Solita te quedarás
Y así tu comprenderás
Que aquel que a ti te ha querido
Que ha sido tu buen amigo
En el que tu has de confiar
Eh mentirosa
Mujer mala, paquetera",Mentira
Héctor Lavoe,"Tu amor es un periódico de ayer
Que nadie mas procura ya leer
Sensacional cuando salió en la madrugada
A medio día ya noticia confirmada
Y en la tarde materia olvidada
Tu amor es un periódico de ayer

Fue titular que alcanzó pagina entera
Por eso ya te conocen donde quiera
Tu nombre ha sido con reporte que guardé
Y en el álbum te olvidó lo pegue

Tu amor es un periódico de ayer
Que nadie mas procura a leer
El comentario que nació en la madrugada
Y fuimos ambos la noticia propagada
Y en la tarde materia olvidada
Tu amor es un periódico de ayer

Y para que leer, un periódico de ayer
Oye noticia que todos saben, ya yo no quiero leer
Y para que leer, un periódico de ayer
Tu no serviste pa' nada mami, y al zafacón yo te eché
Y para que leer, un periódico de ayer
Echa, camina, apartate de mi vera
Apartate de mi lado
Y para que leer, un periódico de ayer
Tu eres el diario, la prensa, radio Bemba, radio Bemba

Y para que leer, un periódico de ayer
Para que voy a leer la historia de un amor que no ni puedo creer?
Y para que leer, un periódico de ayer
Te quise, te tuve, te mantuve, pero ya no te quiero
Y para que leer, un periódico de ayer
A tu casa yo no voy Polito, va y tumbe la chaveta, la chaveta
Y para que leer, un periódico de ayer
En el álbum de mi vida en una pagina escondida ahí te encontré

Y para que leer, un periódico de ayer
Anda vete de mi vera cosa buena, ya no te quiero ni ver
Y para que leer, un periódico de ayer
Que te pasa estas llorando, tienes alma de papel
Y para que leer, un periódico de ayer
Y como el papel aguanta todo, así mismo te traté
Y para que leer, un periódico de ayer
Analizate tu historia, y así podrás comprender",Periódico de Ayer
