Band,Lyrics,Song
London Starlight Orchestra,"Do not forsake me, oh my darlin'
On this, our weddin' day
Do not forsake me, oh my darlin'
Wait, wait along

I do not know what fate awaits me
I only know I must be brave
And I must face a man who hates me
Or lie a coward, a craven coward
Or lie a coward in my grave

Oh, to be torn 'twixt love and duty
S'posin' I lose my fair-haired beauty
Look at that big hand move along
Nearin' high noon

He made a vow while in state prison
Vowed it would be my life or his'n
I'm not afraid of death but oh
What will I do if you leave me?

Do not forsake me, oh my darlin'
You made that promise as a bride
Do not forsake me, oh my darlin'
Although you're grievin', don't think of leavin'
Now that I need you by my side

Wait along, (wait along) wait along
Wait along, wait along 
(Wait along, wait along, wait along, wait along)",High Noon
London Starlight Orchestra,"Diamonds are forever, they are all I need to please me
They can stimulate and tease me
They won't leave in the night
I've no fear that they might desert me
 
Diamonds are forever, hold one up and then caress it
Touch it, stroke it and undress it
I can see ev'ry part, nothing hides in the heart to hurt me
I don't need love, for what good will love do me?
Diamonds never lie to me
For when love's gone, they'll lustre on
 
Diamonds are forever, sparkling round my little finger
Unlike men, the diamonds linger
Men are mere mortals who are not worth going to your grave for
I don't need love, for what good will love do me?
Diamonds never lie to me
For when love's gone, they'll lustre on
 
Diamonds are forever, forever, forever
",Main Theme
London Starlight Orchestra,"How can I just let you walk away,
Just let you leave without a trace?
When I stand here taking every breath with you, ooh ooh
You're the only one who really knew me at all

How can you just walk away from me
When all I can do is watch you leave?
'Cause we've shared the laughter and the pain
And even shared the tears
You're the only one who really knew me at all

So take a look at me now
Well there's just an empty space
And there's nothing left here to remind me
Just the memory of your face
Take a look at me now

Well there's just an empty space
And you coming back to me is against the odds
And that's what I've got to face, oh

I wish I could just make you turn around
Turn around and see me cry
There's so much I need to say to you
So many reasons why
You're the only one who really knew me at all

So take a look at me now
Well there's just an empty space
And there's nothing left here to remind me
Just the memory of your face

Take a look at me now
Well there's just an empty space
But to wait for you is all I can do
And that's what I've got to face

Take a good look at me now
'Cause I'll still be standing here
And you coming back to me is against the odds
And it's what I've got to face
Take a look at me now",Against All Odds
London Starlight Orchestra,"When I'm feelin' blue, all I have to do is take a look at you,
Then I'm not so blue.
When you're close to me I can feel you heart beat 
I can hear you breathing in my ear.
 
Wouldn't you agree, baby, you and me got  a groovy kind of love.
We got a groovy kind of love.
 
Any time you want to you can turn me on to anything you want to. 
Any time at all.
When I taste your lips 
Oh, I start to shiver can't control the quivering inside.
 
Wouldn't you  agree, baby, you and me got a groovy kind of love.
We got a groovy kind of love.
 
When I'm in your arms nothing seems to matter 
If the world would shatter I don't care.  
Wouldn't you agree, baby, you and me got a groovy kind of love.
We got a groovy kind of love.
We got a groovy kind of love.
We got a groovy kind of love",Groovy Kind of Love
London Starlight Orchestra,"Well, there was no reason to believe she'd always be there 
But if you don't put faith in what you believe in 
It's getting you nowhere 
'Cos it hurts, you never let go 
Don't look down, just look up 
Cos she's always there to behind you, just to remind you 

Two hearts, believing in just one mind 
You know we're two hearts believing in just one mind 

'Cos there's no easy way to, to understand it 
There's so much of my life in her, and it's like I'm blinded 
And it teaches you to never let go 
There's so much love you'll never know 
She can reach you no matter how far 
Wherever you are 

Two hearts, believing in just one mind 
Beating together till the end of time 
You know we're two hearts believing in just one mind 
Together forever till the end of time 

She knows (she knows) 
There'll always be a special place in my heart for her 
She knows, she knows, she knows 
Yeah, she knows (she knows) 
No matter how far apart we are 
She knows, I'm always right there beside her 

We're two hearts, believing in just one mind 
Beating together till the end of time 
You know we're two hearts believing in just one mind 
Together forever till the end of time",Two Hearts
London Starlight Orchestra,"I need love, love to ease my mind
I need to find, find someone to call mine
But mama said you can't hurry love
No you just have to wait
She said love don't come easy
It's a game of give and take
You can't hurry love
No, you just have to wait
You gotta trust, give it time
No matter how long it takes
But how many heartaches must I stand
Before I find a love to let me live again
Right now the only thing that keeps me hanging on
When I feel my strength, yeah, it's almost gone
I remember mama said

You can't hurry love
No you just have to wait
She said love don't come easy
It's a game of give and take
How long must I wait how much more can I take
Before loneliness will 'cause my heart, heart to break?
No, I can't bear to live my life alone
I grow impatient for a love to call my own
But when I feel that I, I can't go on
These precious words keeps me hanging on
I remember mama said

Can't hurry love
No you just have to wait
She said love don't come easy
It's a game of give and take

You can't hurry love
No you just have to wait
She said trust, give it time
No matter how long it takes

No love, love don't come easy
But I keep on waiting, anticipating for that
Soft voice to talk to me at night
For some tender arms to hold me tight
I keep waiting; I keep on waiting
But it ain't easy, it ain't easy when mama said

You can't hurry love no
You just have to wait
She said trust, give it time
No matter how long it takes

You can't hurry love
No, you just have to wait
She said love don't come easy
It's a game of give and take
You can't hurry love
No, you can't",You Can't Hurry Love
London Starlight Orchestra,"Now I've had the time of my life
No, I never felt like this before
Yes I swear it's the truth
And I owe it all to you

'Cause I've had the time of my life
And I owe it all to you

I've been waiting for so long
Now I've finally found someone to stand by me
We saw the writing on the wall 
And we felt this magical fantasy
Now with passion in our eyes 
There's no way we could disguise it secretly
So we take each others hand 
'Cause we seem to understand the urgency
 
Just remember
You're the one thing 
I can't get enough of
So I'll tell you something
This could be love

Because I've had the time of my life
No, I never felt this way before
Yes I swear it's the truth
And I owe it all to you
'Cause I've had the time of my life
And I've searched through every open door 
Till I found the truth
And I owe it all to you

Hey baby, oh yeah yeah yeah

With my body and soul 
I want you more than you'll ever know
So we'll just let it go
Don't be afraid to lose control, no
 
Yes, I know what's on your mind when you say
""Stay with me tonight"" (stay with me)
And remember
You're the one thing 
I can't get enough of
So I'll tell you something
This could be love 

Because I've had the time of my life
No, I never felt this way before
Yes I swear it's the truth
And I owe it all to you
'Cause I've had the time of my life
And I've searched through every open door 
(Never felt this way)
Till I found the truth
And I owe it all to you

Yeah, yeah, yeah, yeah 
Oh, whoa, oh, oh

Now I've had the time of my life
No, I never felt this way before (never felt this way)
Yes I swear it's the truth
And I owe it all to you

I've had the time of my life
No, I never felt this way before (never felt this way)
Yes I swear it's the truth
And I owe it all to you
'Cause now I've had the time of my life
And I've searched through every open door 
Till I found the truth
And I owe it all to you",(I've Had) The Time of My Life [From Dirty Dancing]
London Starlight Orchestra,"No New Year's Day to celebrate
No chocolate covered candy hearts to give away
No first of spring
No song to sing
In fact here's just another ordinary day
No April rain
No flowers bloom
No wedding Saturday within the month of June
But what it is, is something true
Made up of these three words that I must say to you
I just called to say I love you
I just called to say how much I care
I just called to say I love you
And I mean it from the bottom of my heart
No summer's high
No warm July
No harvest moon to light one tender August night
No autumn breeze
No falling leaves
Not even time for birds to fly to southern skies
No Libra sun
No Halloween
No giving thanks to all the Christmas joy you bring
But what it is, though old so new
To fill your heart like no three words could ever do
I just called to say I love you
I just called to say how much I care, I do
I just called to say I love you
And I mean it from the bottom of my heart
I just called to say I love you
I just called to say how much I care, I do
I just called to say I love you
And I mean it from the bottom of my heart, of my heart, of my heart
I just called to say I love you
I just called to say how much I care, I do
I just called to say I love you
And I mean it from the bottom of my heart, of my heart, baby of my heart",I Just Called to Say I Love You [From The Woman in Red]
London Starlight Orchestra,"Meeting you with a view to a kill.
Face to face, in secret places. Feel the chill.
Nightfall covers me,
But you know, the plans I'm making
Still over see.
Could it be the whole earth opening wide
A sacred why? A myst'ry gaping inside
The weekends; why? Until we

Dance into the fire,
That fatal kiss is all we need.
Dance into the fire
To fatal sounds of broken dreams.
Dance into the fire;
That fatal kiss is all we need.
Dance into the fire.

Just for you a view to a kill.
Between the shades, assassination standing still.
The first crystal tears
Fall as snowflakes on your body,
First time in years,
To drench your skin with lover's rosy stain.
A chance to find a phoenix for the flame,
A chance to die, but can we

Dance into the fire,
That fatal kiss is all we need.
Dance into the fire
To fatal sounds of broken dreams.
Dance into the fire;
That fatal kiss is all we need.
Dance into the fire.
When all we see is a view to a kill.",Theme from a View to a Kill
London Starlight Orchestra,"A place where nobody dared to go
The love that we came to know
They call it Xanadu
And now, open your eyes and see what we have made is real
We are in Xanadu
 
A million lights are dancing and you are, a shooting star
An everlasting world and you're here with me, eternally
Xanadu, Xanadu
(Now we are here) in Xanadu
Xanadu, Xanadu
(Now we are here) in Xanadu
Xanadu, your neon lights will shine for you, Xanadu
 
The love that echoes of long ago
You needed the world to know
They are in Xanadu
The dream that came through a million years
That lived through all the tears
It came to Xanadu
 
A million light are dancing and you are, a shooting star
An everlasting world and you're here with me, eternally
Xanadu, Xanadu
(Now we are here) in Xanadu
Xanadu, Xanadu
(Now we are here) in Xanadu
Xanadu, your neon lights will shine for you, Xanadu
 
Now that I'm here, now that you're near, in Xanadu
",Theme from Xanadu
