Band,Lyrics,Song
Chicosci,"A cross, a heart no longer beating
So we?re dealing with the devil tonight
But still we?re speaking softly
I hear you singing to the other side
She?s sleeping with the enemy
While murdering a friend
A kiss to betray, the silent flight
And the knives

And the knives
She?s gone, let's sing her to sleep
This knife in my hand, grasping
The lies! The song is growing louder
Were you wishing I would die tonight?
My back, the color crimson
Honey, please, the crime wasn?t mine
Won?t you keep it all inside?
Don?t cut the feeding hand
A kiss to betray, the endless fuck
And the knives

And the knives
She?s gone, let's sing her to sleep
This knife in my hand, grasping
You?re gone; we?ll sing you to sleep
Nothing in your hand, fading

She?s gone, let's sing her to sleep
This knife in my hand, grasping
You?re gone; we?ll sing you to sleep
Nothing in your hand, fading

She?s gone.. sing her to sleep
This knife in my hand, grasping
Liars never learn at all
You?ve been given the chance to fly
So long, my dear
A thousand times goodbye
Liars never learn at all
You?ve been given the chance to fly
So long, my dear
A thousand times
",Knives
Chicosci,"Chicosci Last Look Lyrics 

Can I be a little selfish?
And swear I?ll come back home to you
Our heads turn, the last kiss
Make me yours and kill me with your stare

Leaves shaking, let?s follow
I?m staying with you angel
Till the fear dies, I won?t let go
(I won?t let go)

So far away, one last look
It?s the same thing as before
Am I too late? one last look

How could you just take me?
A silent frame, my heart had fell into
Let?s pray for the violence, 3:47
It?s just another requiem

Leave shaking, let?s follow
I?m staying with you angel
Till the fear dies, I won?t let go 
(I won?t let go)

So far away, one last look
It?s the same thing as before
Am I too late? one last look
Till we sleep forever

So far away, one last look
It?s the same thing as before
Am I too late? one last look
Till we sleep forever (sleep forever)

A love in wait
I?ll watch you go
We lie in state
I?ll watch you go

A love in wait
I?ll watch you go
I?ll watch you go
I?ll watch you go

Can I be a little selfish?
And swear I?ll come back home to you
Let?s pray for the violence, 3:47
It?s just another requiem
",Last Look
Chicosci,"Chicosci Manila Teenage Death Squad Lyrics
The sun is down again
The killing flags are up
We?re beautiful in black
The things nightmares are made of with painted eyes
A million hearts will stop the voices cry
Tonight! Tonight! Tonight!
We?ve nothing to hide
We confess to the murders of a million souls
Another dance in the dark
Where we are never alone
We confess to the murders of a million souls
Another dance in the dark
And we are home
With painted eyes
A million hearts will stop the voices cry
Tonight! Tonight! Tonight!
We?ve nothing to hide
For now, the streets of Manila run red
A million hearts will stop the voices cry
Tonight! Tonight! Tonight!
We?ve nothing to hide
A million hearts will stop the voices cry
Tonight! Tonight! Tonight!
We?ve nothing to hide
",Manila Teenage Death Squad
Chicosci,"Everyone?s dressed
All in their Sunday best
The shadows bathed in pink and black
Moonlight sets in, the conductor takes center stage
And the people start to sway (start to sway)
And the band plays on
We?re gonna dance the sun away
Tonight, we?re gonna dance the sun away
They?re spinning around and around again
They turn and hold hands
With their hands they send
The music plays, the ghosts fly over the stage
And they awake and dance with everyone
A masquerade in full swing, into the night
The right they all sing
Save us
And now the light is gone
So close our eyes
And let?s begin
We?re gonna dance the sun away
Tonight, we?re gonna dance the sun away
They?re spinning around and around again
They turn and hold hands
With their hands they send
They?ll all dance in this holiday
In a moonlight ballroom
Let the symphony fly
An invitation to sing one more time
We?re gonna dance the sun away
Tonight, we?re gonna dance the sun away
They?re spinning around and around again
They turn and hold hands
With their hands they send
",Matinee
Chicosci,"Not casting stones, I?m casting votes
What 45 in playing in your head?
(She wouldn?t just come clean)
You take a drag, they come to hunt you
Your menthol pixie stick is tired
You?re out of Vogue
You were a harlequin lover (brand)
Don?t you turn it around (turn it around)
You were our harlequin lover (brand)
Don?t deny what we found
The game is done, over, you?re gone
No one?s laughing, your picture frame is falling
(You hide it in the velvet)
Just so they know
You can tell your lover, your star is out of vogue
You were a harlequin lover (brand)
Don?t you turn it around (turn it around)
You were our harlequin lover (brand)
Don?t deny what we found
You were a harlequin lover (brand)
You passed your secrets around
Here she comes
Walking like the world falls at her feet
(Our eyes meet)
Smiling just like God was her lover
Here she comes
Walking like the world falls at her feet
(Our eyes meet)
Smiling just like God was her lover
Here she comes
Walking like the world falls at her feet
","Pink Hearts, Yellow Stars (Harlequin Lover)"
Chicosci,"Bless this night
I?m entering the fold with everything to lose
Let me be ready for the end
With both guns blazing

Nothing can stop this war tonight
Can you be my shelter?
Your suicide kisses will be mine

Sweet Maria
Guide these bullets in the air

Beautiful clash
I?m a blinded fool again
Now I?ll be cut and bruised
A lovely blade run through my neck
My landmine valentine

These silver bullets will open your eyes
And I?ll be here breathing
Your suicide kisses will be mine

Sweet Maria
Guide these bullets in the air
Three more in the chamber and I said
Sweet Maria
Grace this moment, hear my prayer

I feel you beside me
Touch me, I tremble
My final dance, this means everything
Everything to me

These silver bullets will open your eyes
And I?ll be here breathing
Your suicide kisses will be mine

Sweet Maria
Guide these bullets in the air
Three more in the chamber and I said
Sweet Maria
Grace this moment, hear my prayer
",Sweet Maria
Chicosci,"Will I forever see you
Only in dreams
Should I close my eyes just to see
You're beautiful
And I can't wait to sleep

We're strangers and I've never lived
So deep inside my mind
I'll be a fool for you
I'll be such a fool for you

With every breath, I wish for you
For you to wake that's all I hold onto
Maybe someday
So I close my eyes and pray

I dream of her
Full of life
I guess the meds have been doing her right
She's so beautiful
And I can't wait to sleep

But maybe I have something
That something
To finally make it go away
But who am I to say?
Who am I to stay?

With every breath, I wish for you
For you to wake that's all I hold onto
Maybe someday
So I close my eyes and pray

With every breath, I wish for you
For you to wake that's all I hold onto
Maybe someday
So I close my eyes and pray

I remember turning my head
I remember the angel of year's end",Sleep Station
Chiddy Bang,"You came to take us (yeah)
All things go, all things go (uh)
To recreate us
All things go, all things go
We had our minds set (yeah)
All things go, all things go (uh)
You had to find it (uh)
All things go, all things go

It started off with a rhyme and a dream
Made it the greatest and the latest
Now we fresh on the scene
Got the sample for the kids
Won't you ever grow up?
Went to Drexel and had classes, but I never showed up
I was writin' all day 'til my hands would hurt
Professors didn't appreciate it, called me a jerk
New boy needed to learn, but I never would
Pay attention in school is something that I never could, uh
And know with a beat, gotta be steaming
And we could work wonders over logic and reason
We on the hype now, they call it a buzz
And how we get the party popping, Baltimore club, uh
MySpace they could replay next
And you gotta have Xaph for the D.J. set
No matter how they ever play us, they can never replace us
And any way you slice it now, homie, they came to take us

You came to take us (yeah)
All things go, all things go (uh)
To recreate us (hey yo Xaphoon, we back son!)
All things go, all things go (we did it!)
We had our minds set (yeah)
All things go, all things go (uh)
You had to find it (uh)
All things go, all things go

Say hello to the game
The people know my name
And do they really love us, or is this just a fling?
And we be Peter Parker in love with the Mary Jane
So many people gone, so many people came, eh
This that brand new spontaneous
Dope flow, intraveneous
Miscellaneous grinding
Better late than never, I'm calling it perfect timing
But we goin' have a little bit of fun
'Cause when it's all done
You throw your sneaks up and call it a good run
I admit, that I would never rather them burn me
I don't know where I'm headed, but I know it's a journey
And my bags is packed, so can you hand me my itinerary?
I get attention like a soldier in the military
This is what you gotta notice today
We promise to make sure they never throw us away

You came to take us (yeah)
All things go, all things go (uh)
To recreate us (uh)
All things go, all things go
We had our minds set (yeah)
All things go, all things go (uh)
You had to find it
All things go, all things go

You came to take us
All things go, all things go
To recreate us
All things go, all things go
We had our minds set
All things go, all things go
You had to find it
All things go, all things go",All Things Go
Chiddy Bang,"Darwin Deez, Theodore Grams, yeah

Everday oughta be a bad day for you

That's right, uh

We used to be so strong
Back then we was right, now we so wrong
She was Beyonce, I could've got my Hov on
And when she hang up on me, I tell her hold on
Quit that shit, I don't use force
Today is a bad day, we've been divorced
When I think about stress, I don't really need it
But this is plagiarism, cause my shorty just cheated
And shorty conceited
(She out of her mind, I wish she had Louis and a card in decline)
She had school with no aid, no H.I.V.
Hope you don't get in the club with that fake I.D.
Why would you hurt somebody that you called your man for?
And I hope you get evicted by your landlord
But, she be messin' with me
And I'm hoping she lose my number indefinitely
So

Everday oughta be a bad day for you
Everday oughta be a bad day for you

I guess you can't remember all the times that I was there
Your emotions on a roller coaster, no fun fair
You had me on the phone, but hate me when I come there
Xaphoon, let's cut it down to a drum snare
Yeah, yeah, just like that
I hope I hope you go deaf so you can't hear shit
Yeah, I hope I hope you go blind
Cause you look me in the face and you laugh when I cry

Maybe you should wonder why your apartment is always so empty
(Maybe you should wonder that)
Well I hope you get locked out of that apartment and have to call Jenny
(Oh, I hope you get locked out)

Cause everday oughta be a bad day for you
Everday oughta be a bad day for you

She's way too complex
When we argue, she takin' shit out of context
And, I know I could have did more
But I'm never home, I was always on tour
I could be anywhere in the world, had one wish
To be with you until you gave that dude a tongue kiss
And this is hard for me to say like a tongue twist
My heart don't beat for you so let the drum hit
And, you know I just got promoted
Now I be the boss and I hope you get demoted
Happiness is a warm gun, live it fully loaded
And shit got worse when I exploded
Boom, I wrote it soon, I hope you brought a cab pay
And I hope you get detention on a half day
I wish I could use your blouse for an ashtray
Cause for you, everyday should be a bad day

Everday oughta be a bad day for you
Everday oughta be a bad day for you

Xaphoon you crazy
But so am I

Everday oughta be a bad day for you
Everday oughta be a bad day for you
Everday oughta be a bad day for you
Everday oughta be a bad day for you",Bad Day
Chiddy Bang,"Man I'm looking for the good life
Something that you can't imagine
Something you don't know
Man I'm looking for the good life
Baby girl I got a ticket, do you wanna go?

Swelly, swelly, swelly,
Swelly, swelly, swelly, swelly I call
And we could have a good night
Show me that you got some good sense
Show me what you know
Make your trunk go
Make your make your trunk go
Make make make make make make your trunk go

Man I gotta be fresh and I gotta be ill
We locate from the jungle where it's killed or be killed
And I'ma get mine, don't care how you feel
In an artificial world where nothing is real
We searching for wild for something that's greater
And hopefully I'll make it there sooner or later
Remember I was younger and I didn't have a thing
And then I had a dream they call Martin Luther King
I'm swelly on top for the world it seems
Cash rules everything around me get cream
Good morning, to my haters all I say is good night
They ask me what I'm looking for, I need a good life

Man I'm looking for the good life
Something that you can't imagine
Something you don't know
Man I'm looking for the good life
Baby girl I got a ticket, do you wanna go?
Swelly, swelly, swelly, swelly,
Swelly, swelly, swelly I call
And we could have a good night
Show me that you got some good sense
Show me what you know
Make your trunk go
Make your make your trunk go
Make make make make make make your trunk go

I bet you know now if you didn't know then
I step into the booth and it's time to go in
And P got the bass turned up the low end
And this is that soul for the big ""O"" ten
I never thought that I would be a man in the game
I brush off my shirt where there used to be a stain
I came a long way where I wasn't so fly
Made music like Kweli just to get by
I never had a job, but that couldn't stop him
Cause now I get paid and I never clock in
And I will never stumble, fall, or take a pay cut
I'm in that elevator and I'm on my way up

Man I'm looking for the good life
Something that you can't imagine
Something you don't know
Man I'm looking for the good life
Baby girl I got a ticket, do you wanna go?
Swelly, swelly, swelly, swelly,
Swelly, swelly, swelly I call
And we could have a good night
Show me that you got some good sense
Show me what you know

Man I'm looking for the good life
Something that you can't imagine
Something you don't know
Man I'm looking for the good life
Baby girl I got a ticket, do you wanna go?
Swelly, swelly, swelly, swelly,
Swelly, swelly, swelly I call
And we could have a good night
Show me that you got some good sense
Show me what you know",The Good Life
